c_custkey,c_nationkey,c_acctbal,c_mktsegment,n_name,n_regionkey,o_orderpriority,o_totalprice,o_orderstatus
custkey_41029,nationkey_10,3611.66,AUTOMOBILE,IRAN,regionkey_4,3-MEDIUM,183046.93,F
custkey_41029,nationkey_10,3611.66,AUTOMOBILE,IRAN,regionkey_4,4-NOTSPECIFIED,73551.61,O
custkey_41029,nationkey_10,3611.66,AUTOMOBILE,IRAN,regionkey_4,1-URGENT,26711.47,F
custkey_41029,nationkey_10,3611.66,AUTOMOBILE,IRAN,regionkey_4,3-MEDIUM,142120.18,F
custkey_41029,nationkey_10,3611.66,AUTOMOBILE,IRAN,regionkey_4,1-URGENT,113074.98,F
custkey_41029,nationkey_10,3611.66,AUTOMOBILE,IRAN,regionkey_4,2-HIGH,63500.75,O
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,1-URGENT,9069.28,F
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,4-NOTSPECIFIED,227770.78,F
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,3-MEDIUM,234881.9,F
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,4-NOTSPECIFIED,220641.86,F
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,4-NOTSPECIFIED,44137.33,F
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,4-NOTSPECIFIED,232239.83,F
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,4-NOTSPECIFIED,290864.74,F
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,3-MEDIUM,179512.57,F
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,1-URGENT,36291.52,F
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,5-LOW,188028.89,F
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,2-HIGH,178507.41,F
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,2-HIGH,104551.03,F
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,1-URGENT,33250.4,F
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,4-NOTSPECIFIED,183443.09,F
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,2-HIGH,93917.42,F
custkey_91759,nationkey_10,9674.81,AUTOMOBILE,IRAN,regionkey_4,4-NOTSPECIFIED,227653.12,F
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,4-NOTSPECIFIED,77078.54,O
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,3-MEDIUM,129270.53,O
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,3-MEDIUM,36266.75,O
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,4-NOTSPECIFIED,131575.56,O
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,1-URGENT,215544.21,O
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,3-MEDIUM,233240.56,O
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,4-NOTSPECIFIED,133176.9,O
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,4-NOTSPECIFIED,78442.92,O
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,4-NOTSPECIFIED,173068.49,O
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,5-LOW,79079.5,O
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,2-HIGH,10417.87,O
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,1-URGENT,153970.36,O
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,3-MEDIUM,82049.65,O
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,3-MEDIUM,167049.07,O
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,3-MEDIUM,9402.82,O
custkey_131890,nationkey_17,-489.37,AUTOMOBILE,PERU,regionkey_1,4-NOTSPECIFIED,84207.08,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,2-HIGH,202207.24,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,3-MEDIUM,158414.33,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,5-LOW,160422.08,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,3-MEDIUM,341523.38,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,4-NOTSPECIFIED,188051.25,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,1-URGENT,81119.43,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,3-MEDIUM,225258.7,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,4-NOTSPECIFIED,219941.38,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,5-LOW,238005.99,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,5-LOW,265486.02,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,5-LOW,299200.0,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,5-LOW,155960.81,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,4-NOTSPECIFIED,195732.08,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,2-HIGH,66253.04,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,4-NOTSPECIFIED,93715.44,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,4-NOTSPECIFIED,140330.39,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,3-MEDIUM,294554.89,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,4-NOTSPECIFIED,100022.99,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,2-HIGH,259804.23,O
custkey_87077,nationkey_8,3774.7,BUILDING,INDIA,regionkey_2,2-HIGH,281917.84,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,2-HIGH,28817.92,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,2-HIGH,33217.28,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,3-MEDIUM,121299.55,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,4-NOTSPECIFIED,120446.78,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,3-MEDIUM,149886.3,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,5-LOW,255143.97,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,2-HIGH,167217.89,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,4-NOTSPECIFIED,7540.1,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,2-HIGH,52373.06,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,2-HIGH,197431.3,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,2-HIGH,409117.88,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,5-LOW,216268.64,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,1-URGENT,384156.01,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,3-MEDIUM,68928.2,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,2-HIGH,121025.17,O
custkey_148651,nationkey_13,9306.07,HOUSEHOLD,JORDAN,regionkey_4,5-LOW,209079.26,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,3-MEDIUM,77494.2,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,3-MEDIUM,27224.05,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,3-MEDIUM,284378.26,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,3-MEDIUM,155423.52,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,5-LOW,31927.83,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,2-HIGH,222240.82,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,1-URGENT,146035.71,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,2-HIGH,178274.14,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,4-NOTSPECIFIED,229448.26,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,5-LOW,56929.33,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,2-HIGH,240871.35,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,2-HIGH,80643.89,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,3-MEDIUM,287876.18,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,2-HIGH,327273.11,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,4-NOTSPECIFIED,151687.04,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,1-URGENT,155838.32,O
custkey_120421,nationkey_13,1.98,MACHINERY,JORDAN,regionkey_4,1-URGENT,166139.25,O
custkey_50270,nationkey_21,8932.71,BUILDING,VIETNAM,regionkey_2,4-NOTSPECIFIED,266964.87,O
custkey_50270,nationkey_21,8932.71,BUILDING,VIETNAM,regionkey_2,3-MEDIUM,100817.2,O
custkey_50270,nationkey_21,8932.71,BUILDING,VIETNAM,regionkey_2,2-HIGH,289607.21,O
custkey_50270,nationkey_21,8932.71,BUILDING,VIETNAM,regionkey_2,1-URGENT,209491.95,O
custkey_50270,nationkey_21,8932.71,BUILDING,VIETNAM,regionkey_2,3-MEDIUM,184021.54,O
custkey_50270,nationkey_21,8932.71,BUILDING,VIETNAM,regionkey_2,2-HIGH,153252.72,O
custkey_50270,nationkey_21,8932.71,BUILDING,VIETNAM,regionkey_2,1-URGENT,233115.04,O
custkey_50270,nationkey_21,8932.71,BUILDING,VIETNAM,regionkey_2,2-HIGH,111500.08,O
custkey_50270,nationkey_21,8932.71,BUILDING,VIETNAM,regionkey_2,2-HIGH,164034.62,F
custkey_50270,nationkey_21,8932.71,BUILDING,VIETNAM,regionkey_2,5-LOW,284898.5,P
custkey_50270,nationkey_21,8932.71,BUILDING,VIETNAM,regionkey_2,1-URGENT,205892.71,O
custkey_50270,nationkey_21,8932.71,BUILDING,VIETNAM,regionkey_2,2-HIGH,266716.51,O
custkey_50270,nationkey_21,8932.71,BUILDING,VIETNAM,regionkey_2,5-LOW,127309.04,O
custkey_50270,nationkey_21,8932.71,BUILDING,VIETNAM,regionkey_2,2-HIGH,136076.34,F
custkey_50270,nationkey_21,8932.71,BUILDING,VIETNAM,regionkey_2,1-URGENT,157567.38,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,4-NOTSPECIFIED,54474.34,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,2-HIGH,161709.21,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,5-LOW,237900.93,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,2-HIGH,82164.94,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,4-NOTSPECIFIED,78865.58,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,2-HIGH,61640.85,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,2-HIGH,315587.26,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,2-HIGH,55236.12,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,2-HIGH,112711.0,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,3-MEDIUM,197313.9,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,4-NOTSPECIFIED,85843.28,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,5-LOW,192370.52,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,2-HIGH,207795.58,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,4-NOTSPECIFIED,30352.46,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,1-URGENT,50980.25,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,5-LOW,293822.12,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,1-URGENT,247146.1,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,2-HIGH,122890.44,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,2-HIGH,121541.84,O
custkey_130231,nationkey_7,4083.9,HOUSEHOLD,GERMANY,regionkey_3,2-HIGH,131749.88,O
custkey_12272,nationkey_12,8158.23,MACHINERY,JAPAN,regionkey_2,5-LOW,242868.7,F
custkey_12272,nationkey_12,8158.23,MACHINERY,JAPAN,regionkey_2,1-URGENT,66479.65,O
custkey_12272,nationkey_12,8158.23,MACHINERY,JAPAN,regionkey_2,5-LOW,371263.49,O
custkey_12272,nationkey_12,8158.23,MACHINERY,JAPAN,regionkey_2,5-LOW,137177.81,F
custkey_12272,nationkey_12,8158.23,MACHINERY,JAPAN,regionkey_2,4-NOTSPECIFIED,180815.45,O
custkey_12272,nationkey_12,8158.23,MACHINERY,JAPAN,regionkey_2,2-HIGH,256767.71,O
custkey_12272,nationkey_12,8158.23,MACHINERY,JAPAN,regionkey_2,1-URGENT,130233.55,O
custkey_12272,nationkey_12,8158.23,MACHINERY,JAPAN,regionkey_2,1-URGENT,400088.83,F
custkey_12272,nationkey_12,8158.23,MACHINERY,JAPAN,regionkey_2,3-MEDIUM,198226.82,F
custkey_12272,nationkey_12,8158.23,MACHINERY,JAPAN,regionkey_2,1-URGENT,113931.19,O
custkey_12272,nationkey_12,8158.23,MACHINERY,JAPAN,regionkey_2,2-HIGH,85702.94,F
custkey_12272,nationkey_12,8158.23,MACHINERY,JAPAN,regionkey_2,2-HIGH,113730.04,F
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,5-LOW,259582.69,F
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,1-URGENT,224331.11,O
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,5-LOW,98218.04,P
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,1-URGENT,38479.5,O
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,3-MEDIUM,297273.43,O
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,3-MEDIUM,225595.36,O
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,3-MEDIUM,68789.92,O
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,5-LOW,313677.16,O
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,5-LOW,128977.93,O
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,3-MEDIUM,43586.25,O
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,3-MEDIUM,92310.83,O
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,5-LOW,168066.43,F
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,2-HIGH,231506.68,O
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,2-HIGH,132580.82,O
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,2-HIGH,54651.56,O
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,1-URGENT,45942.53,O
custkey_138091,nationkey_21,7487.7,FURNITURE,VIETNAM,regionkey_2,5-LOW,41516.23,F
custkey_90647,nationkey_21,4085.11,FURNITURE,VIETNAM,regionkey_2,5-LOW,158302.69,O
custkey_90647,nationkey_21,4085.11,FURNITURE,VIETNAM,regionkey_2,3-MEDIUM,269956.1,O
custkey_90647,nationkey_21,4085.11,FURNITURE,VIETNAM,regionkey_2,3-MEDIUM,340233.16,O
custkey_90647,nationkey_21,4085.11,FURNITURE,VIETNAM,regionkey_2,1-URGENT,174689.77,O
custkey_90647,nationkey_21,4085.11,FURNITURE,VIETNAM,regionkey_2,3-MEDIUM,136873.37,O
custkey_90647,nationkey_21,4085.11,FURNITURE,VIETNAM,regionkey_2,4-NOTSPECIFIED,123894.77,O
custkey_90647,nationkey_21,4085.11,FURNITURE,VIETNAM,regionkey_2,5-LOW,86698.23,O
custkey_90647,nationkey_21,4085.11,FURNITURE,VIETNAM,regionkey_2,1-URGENT,143458.74,O
custkey_90647,nationkey_21,4085.11,FURNITURE,VIETNAM,regionkey_2,5-LOW,237412.78,O
custkey_90647,nationkey_21,4085.11,FURNITURE,VIETNAM,regionkey_2,5-LOW,56665.88,O
custkey_90647,nationkey_21,4085.11,FURNITURE,VIETNAM,regionkey_2,1-URGENT,282643.56,O
custkey_90647,nationkey_21,4085.11,FURNITURE,VIETNAM,regionkey_2,5-LOW,92297.82,O
custkey_90647,nationkey_21,4085.11,FURNITURE,VIETNAM,regionkey_2,2-HIGH,51672.87,O
custkey_90647,nationkey_21,4085.11,FURNITURE,VIETNAM,regionkey_2,5-LOW,134890.42,O
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,1-URGENT,203925.29,F
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,3-MEDIUM,206514.83,O
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,4-NOTSPECIFIED,113759.8,F
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,1-URGENT,180728.82,F
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,4-NOTSPECIFIED,98164.16,F
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,3-MEDIUM,312699.74,F
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,3-MEDIUM,13981.49,F
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,1-URGENT,46978.86,F
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,4-NOTSPECIFIED,114682.77,F
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,3-MEDIUM,248900.8,O
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,3-MEDIUM,23533.98,F
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,1-URGENT,13580.71,F
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,5-LOW,33540.71,F
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,4-NOTSPECIFIED,151867.37,F
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,2-HIGH,137711.96,F
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,4-NOTSPECIFIED,213711.53,O
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,2-HIGH,240159.42,F
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,3-MEDIUM,137712.38,F
custkey_20126,nationkey_16,6440.09,HOUSEHOLD,MOZAMBIQUE,regionkey_0,1-URGENT,134520.12,F
custkey_62387,nationkey_24,2380.76,FURNITURE,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,76294.34,F
custkey_62387,nationkey_24,2380.76,FURNITURE,UNITEDSTATES,regionkey_1,1-URGENT,108281.12,F
custkey_62387,nationkey_24,2380.76,FURNITURE,UNITEDSTATES,regionkey_1,1-URGENT,72940.62,F
custkey_62387,nationkey_24,2380.76,FURNITURE,UNITEDSTATES,regionkey_1,3-MEDIUM,283709.35,F
custkey_62387,nationkey_24,2380.76,FURNITURE,UNITEDSTATES,regionkey_1,5-LOW,161948.59,F
custkey_62387,nationkey_24,2380.76,FURNITURE,UNITEDSTATES,regionkey_1,3-MEDIUM,102370.08,F
custkey_62387,nationkey_24,2380.76,FURNITURE,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,175089.7,F
custkey_62387,nationkey_24,2380.76,FURNITURE,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,245186.05,F
custkey_62387,nationkey_24,2380.76,FURNITURE,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,158308.52,F
custkey_62387,nationkey_24,2380.76,FURNITURE,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,266956.56,F
custkey_59398,nationkey_24,19.3,BUILDING,UNITEDSTATES,regionkey_1,1-URGENT,197689.71,F
custkey_59398,nationkey_24,19.3,BUILDING,UNITEDSTATES,regionkey_1,2-HIGH,101053.86,F
custkey_59398,nationkey_24,19.3,BUILDING,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,201465.0,F
custkey_59398,nationkey_24,19.3,BUILDING,UNITEDSTATES,regionkey_1,3-MEDIUM,52157.35,F
custkey_59398,nationkey_24,19.3,BUILDING,UNITEDSTATES,regionkey_1,5-LOW,56116.15,F
custkey_59398,nationkey_24,19.3,BUILDING,UNITEDSTATES,regionkey_1,5-LOW,225617.3,F
custkey_59398,nationkey_24,19.3,BUILDING,UNITEDSTATES,regionkey_1,5-LOW,81603.93,F
custkey_59398,nationkey_24,19.3,BUILDING,UNITEDSTATES,regionkey_1,3-MEDIUM,161957.0,F
custkey_59398,nationkey_24,19.3,BUILDING,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,250083.6,F
custkey_59398,nationkey_24,19.3,BUILDING,UNITEDSTATES,regionkey_1,3-MEDIUM,166869.08,F
custkey_59398,nationkey_24,19.3,BUILDING,UNITEDSTATES,regionkey_1,2-HIGH,232552.82,F
custkey_59398,nationkey_24,19.3,BUILDING,UNITEDSTATES,regionkey_1,5-LOW,167514.55,F
custkey_119671,nationkey_11,928.59,HOUSEHOLD,IRAQ,regionkey_4,5-LOW,243289.31,O
custkey_119671,nationkey_11,928.59,HOUSEHOLD,IRAQ,regionkey_4,5-LOW,192719.66,O
custkey_119671,nationkey_11,928.59,HOUSEHOLD,IRAQ,regionkey_4,2-HIGH,222855.7,O
custkey_119671,nationkey_11,928.59,HOUSEHOLD,IRAQ,regionkey_4,5-LOW,151715.23,O
custkey_119671,nationkey_11,928.59,HOUSEHOLD,IRAQ,regionkey_4,2-HIGH,97484.03,O
custkey_119671,nationkey_11,928.59,HOUSEHOLD,IRAQ,regionkey_4,5-LOW,326116.1,O
custkey_119671,nationkey_11,928.59,HOUSEHOLD,IRAQ,regionkey_4,4-NOTSPECIFIED,10344.64,O
custkey_119671,nationkey_11,928.59,HOUSEHOLD,IRAQ,regionkey_4,5-LOW,47279.58,O
custkey_119671,nationkey_11,928.59,HOUSEHOLD,IRAQ,regionkey_4,1-URGENT,236675.91,O
custkey_119671,nationkey_11,928.59,HOUSEHOLD,IRAQ,regionkey_4,4-NOTSPECIFIED,200235.53,O
custkey_119671,nationkey_11,928.59,HOUSEHOLD,IRAQ,regionkey_4,5-LOW,59154.08,O
custkey_119671,nationkey_11,928.59,HOUSEHOLD,IRAQ,regionkey_4,5-LOW,79585.13,O
custkey_119671,nationkey_11,928.59,HOUSEHOLD,IRAQ,regionkey_4,4-NOTSPECIFIED,173865.5,O
custkey_119671,nationkey_11,928.59,HOUSEHOLD,IRAQ,regionkey_4,3-MEDIUM,84608.76,O
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,1-URGENT,156978.06,F
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,1-URGENT,231566.65,F
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,1-URGENT,47517.98,O
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,2-HIGH,74122.18,O
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,2-HIGH,302209.02,O
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,3-MEDIUM,160831.56,O
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,4-NOTSPECIFIED,146831.68,O
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,5-LOW,148867.02,F
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,1-URGENT,96506.96,F
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,5-LOW,55177.74,F
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,3-MEDIUM,225684.05,O
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,4-NOTSPECIFIED,287286.71,O
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,5-LOW,29627.49,O
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,5-LOW,62839.63,F
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,2-HIGH,303379.07,O
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,1-URGENT,159099.13,O
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,4-NOTSPECIFIED,106833.37,F
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,5-LOW,146201.55,F
custkey_20506,nationkey_20,4259.84,FURNITURE,SAUDIARABIA,regionkey_4,2-HIGH,170697.02,O
custkey_24436,nationkey_7,6445.54,AUTOMOBILE,GERMANY,regionkey_3,2-HIGH,293167.32,O
custkey_24436,nationkey_7,6445.54,AUTOMOBILE,GERMANY,regionkey_3,1-URGENT,253774.11,O
custkey_24436,nationkey_7,6445.54,AUTOMOBILE,GERMANY,regionkey_3,1-URGENT,60121.94,O
custkey_24436,nationkey_7,6445.54,AUTOMOBILE,GERMANY,regionkey_3,1-URGENT,76690.82,O
