c_custkey,c_nationkey,c_mktsegment,n_name,n_regionkey,o_orderpriority,o_orderstatus
custkey_59398,nationkey_24,BUILDING,UNITEDSTATES,regionkey_1,2-HIGH,F
custkey_59398,nationkey_24,BUILDING,UNITEDSTATES,regionkey_1,5-LOW,F
custkey_119671,nationkey_11,HOUSEHOLD,IRAQ,regionkey_4,5-LOW,O
custkey_119671,nationkey_11,HOUSEHOLD,IRAQ,regionkey_4,5-LOW,O
custkey_119671,nationkey_11,HOUSEHOLD,IRAQ,regionkey_4,2-HIGH,O
custkey_119671,nationkey_11,HOUSEHOLD,IRAQ,regionkey_4,5-LOW,O
custkey_119671,nationkey_11,HOUSEHOLD,IRAQ,regionkey_4,2-HIGH,O
custkey_119671,nationkey_11,HOUSEHOLD,IRAQ,regionkey_4,5-LOW,O
custkey_119671,nationkey_11,HOUSEHOLD,IRAQ,regionkey_4,4-NOTSPECIFIED,O
custkey_119671,nationkey_11,HOUSEHOLD,IRAQ,regionkey_4,5-LOW,O
custkey_119671,nationkey_11,HOUSEHOLD,IRAQ,regionkey_4,1-URGENT,O
custkey_119671,nationkey_11,HOUSEHOLD,IRAQ,regionkey_4,4-NOTSPECIFIED,O
custkey_119671,nationkey_11,HOUSEHOLD,IRAQ,regionkey_4,5-LOW,O
custkey_119671,nationkey_11,HOUSEHOLD,IRAQ,regionkey_4,5-LOW,O
custkey_119671,nationkey_11,HOUSEHOLD,IRAQ,regionkey_4,4-NOTSPECIFIED,O
custkey_119671,nationkey_11,HOUSEHOLD,IRAQ,regionkey_4,3-MEDIUM,O
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,1-URGENT,F
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,1-URGENT,F
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,1-URGENT,O
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,2-HIGH,O
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,2-HIGH,O
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,3-MEDIUM,O
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,4-NOTSPECIFIED,O
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,5-LOW,F
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,1-URGENT,F
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,5-LOW,F
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,3-MEDIUM,O
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,4-NOTSPECIFIED,O
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,5-LOW,O
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,5-LOW,F
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,2-HIGH,O
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,1-URGENT,O
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,4-NOTSPECIFIED,F
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,5-LOW,F
custkey_20506,nationkey_20,FURNITURE,SAUDIARABIA,regionkey_4,2-HIGH,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,2-HIGH,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,1-URGENT,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,1-URGENT,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,1-URGENT,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,5-LOW,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,1-URGENT,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,2-HIGH,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,2-HIGH,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,1-URGENT,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,1-URGENT,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,3-MEDIUM,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,3-MEDIUM,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,4-NOTSPECIFIED,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,2-HIGH,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,4-NOTSPECIFIED,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,1-URGENT,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,2-HIGH,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,3-MEDIUM,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,5-LOW,O
custkey_24436,nationkey_7,AUTOMOBILE,GERMANY,regionkey_3,4-NOTSPECIFIED,O
custkey_34453,nationkey_6,FURNITURE,FRANCE,regionkey_3,2-HIGH,F
custkey_34453,nationkey_6,FURNITURE,FRANCE,regionkey_3,4-NOTSPECIFIED,F
custkey_34453,nationkey_6,FURNITURE,FRANCE,regionkey_3,5-LOW,F
custkey_34453,nationkey_6,FURNITURE,FRANCE,regionkey_3,1-URGENT,F
custkey_34453,nationkey_6,FURNITURE,FRANCE,regionkey_3,1-URGENT,F
custkey_34453,nationkey_6,FURNITURE,FRANCE,regionkey_3,4-NOTSPECIFIED,F
custkey_34453,nationkey_6,FURNITURE,FRANCE,regionkey_3,5-LOW,F
custkey_34453,nationkey_6,FURNITURE,FRANCE,regionkey_3,1-URGENT,F
custkey_34453,nationkey_6,FURNITURE,FRANCE,regionkey_3,2-HIGH,F
custkey_50011,nationkey_9,BUILDING,INDONESIA,regionkey_2,2-HIGH,O
custkey_50011,nationkey_9,BUILDING,INDONESIA,regionkey_2,3-MEDIUM,O
custkey_50011,nationkey_9,BUILDING,INDONESIA,regionkey_2,1-URGENT,F
custkey_50011,nationkey_9,BUILDING,INDONESIA,regionkey_2,3-MEDIUM,F
custkey_50011,nationkey_9,BUILDING,INDONESIA,regionkey_2,3-MEDIUM,F
custkey_50011,nationkey_9,BUILDING,INDONESIA,regionkey_2,3-MEDIUM,O
custkey_50011,nationkey_9,BUILDING,INDONESIA,regionkey_2,3-MEDIUM,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,5-LOW,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,3-MEDIUM,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,5-LOW,P
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,5-LOW,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,1-URGENT,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,5-LOW,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,4-NOTSPECIFIED,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,1-URGENT,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,3-MEDIUM,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,1-URGENT,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,4-NOTSPECIFIED,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,1-URGENT,P
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,4-NOTSPECIFIED,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,4-NOTSPECIFIED,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,5-LOW,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,1-URGENT,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,1-URGENT,F
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,3-MEDIUM,P
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,5-LOW,O
custkey_63104,nationkey_5,MACHINERY,ETHIOPIA,regionkey_0,4-NOTSPECIFIED,O
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,5-LOW,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,5-LOW,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,5-LOW,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,2-HIGH,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,1-URGENT,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,4-NOTSPECIFIED,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,2-HIGH,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,2-HIGH,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,3-MEDIUM,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,4-NOTSPECIFIED,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,3-MEDIUM,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,5-LOW,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,4-NOTSPECIFIED,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,2-HIGH,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,2-HIGH,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,5-LOW,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,2-HIGH,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,4-NOTSPECIFIED,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,3-MEDIUM,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,4-NOTSPECIFIED,F
custkey_136802,nationkey_15,HOUSEHOLD,MOROCCO,regionkey_0,1-URGENT,F
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,4-NOTSPECIFIED,O
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,2-HIGH,F
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,2-HIGH,F
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,2-HIGH,O
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,5-LOW,O
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,3-MEDIUM,P
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,1-URGENT,F
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,5-LOW,O
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,3-MEDIUM,O
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,2-HIGH,F
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,2-HIGH,P
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,4-NOTSPECIFIED,O
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,1-URGENT,O
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,4-NOTSPECIFIED,F
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,5-LOW,F
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,2-HIGH,O
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,4-NOTSPECIFIED,F
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,4-NOTSPECIFIED,F
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,1-URGENT,O
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,2-HIGH,O
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,4-NOTSPECIFIED,F
custkey_146024,nationkey_7,BUILDING,GERMANY,regionkey_3,2-HIGH,O
custkey_29257,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,O
custkey_29257,nationkey_4,MACHINERY,EGYPT,regionkey_0,4-NOTSPECIFIED,F
custkey_29257,nationkey_4,MACHINERY,EGYPT,regionkey_0,2-HIGH,O
custkey_29257,nationkey_4,MACHINERY,EGYPT,regionkey_0,2-HIGH,O
custkey_29257,nationkey_4,MACHINERY,EGYPT,regionkey_0,2-HIGH,O
custkey_29257,nationkey_4,MACHINERY,EGYPT,regionkey_0,2-HIGH,F
custkey_29257,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,F
custkey_29257,nationkey_4,MACHINERY,EGYPT,regionkey_0,1-URGENT,F
custkey_29257,nationkey_4,MACHINERY,EGYPT,regionkey_0,4-NOTSPECIFIED,F
custkey_29257,nationkey_4,MACHINERY,EGYPT,regionkey_0,3-MEDIUM,F
custkey_29257,nationkey_4,MACHINERY,EGYPT,regionkey_0,1-URGENT,F
custkey_107578,nationkey_19,MACHINERY,ROMANIA,regionkey_3,4-NOTSPECIFIED,O
custkey_107578,nationkey_19,MACHINERY,ROMANIA,regionkey_3,2-HIGH,O
custkey_107578,nationkey_19,MACHINERY,ROMANIA,regionkey_3,5-LOW,O
custkey_107578,nationkey_19,MACHINERY,ROMANIA,regionkey_3,4-NOTSPECIFIED,O
custkey_107578,nationkey_19,MACHINERY,ROMANIA,regionkey_3,4-NOTSPECIFIED,O
custkey_107578,nationkey_19,MACHINERY,ROMANIA,regionkey_3,4-NOTSPECIFIED,O
custkey_107578,nationkey_19,MACHINERY,ROMANIA,regionkey_3,2-HIGH,O
custkey_107578,nationkey_19,MACHINERY,ROMANIA,regionkey_3,5-LOW,O
custkey_107578,nationkey_19,MACHINERY,ROMANIA,regionkey_3,3-MEDIUM,O
custkey_107578,nationkey_19,MACHINERY,ROMANIA,regionkey_3,3-MEDIUM,O
custkey_107578,nationkey_19,MACHINERY,ROMANIA,regionkey_3,1-URGENT,O
custkey_107578,nationkey_19,MACHINERY,ROMANIA,regionkey_3,2-HIGH,O
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,2-HIGH,F
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,5-LOW,O
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,1-URGENT,O
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,5-LOW,P
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,2-HIGH,F
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,1-URGENT,O
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,5-LOW,O
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,3-MEDIUM,O
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,4-NOTSPECIFIED,P
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,5-LOW,O
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,5-LOW,O
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,3-MEDIUM,F
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,1-URGENT,O
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,5-LOW,O
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,5-LOW,O
custkey_60221,nationkey_14,MACHINERY,KENYA,regionkey_0,3-MEDIUM,O
custkey_120512,nationkey_18,MACHINERY,CHINA,regionkey_2,5-LOW,F
custkey_120512,nationkey_18,MACHINERY,CHINA,regionkey_2,4-NOTSPECIFIED,O
custkey_120512,nationkey_18,MACHINERY,CHINA,regionkey_2,1-URGENT,O
custkey_120512,nationkey_18,MACHINERY,CHINA,regionkey_2,1-URGENT,O
custkey_120512,nationkey_18,MACHINERY,CHINA,regionkey_2,5-LOW,O
custkey_120512,nationkey_18,MACHINERY,CHINA,regionkey_2,3-MEDIUM,O
custkey_120512,nationkey_18,MACHINERY,CHINA,regionkey_2,2-HIGH,F
custkey_120512,nationkey_18,MACHINERY,CHINA,regionkey_2,1-URGENT,F
custkey_120512,nationkey_18,MACHINERY,CHINA,regionkey_2,5-LOW,O
custkey_120512,nationkey_18,MACHINERY,CHINA,regionkey_2,5-LOW,O
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,F
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,F
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,1-URGENT,O
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,4-NOTSPECIFIED,F
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,2-HIGH,P
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,F
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,F
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,1-URGENT,F
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,1-URGENT,F
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,1-URGENT,O
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,3-MEDIUM,F
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,1-URGENT,O
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,F
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,3-MEDIUM,F
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,3-MEDIUM,F
custkey_140240,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,F
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,5-LOW,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,2-HIGH,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,2-HIGH,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,1-URGENT,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,3-MEDIUM,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,3-MEDIUM,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,1-URGENT,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,4-NOTSPECIFIED,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,1-URGENT,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,1-URGENT,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,4-NOTSPECIFIED,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,3-MEDIUM,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,2-HIGH,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,3-MEDIUM,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,2-HIGH,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,1-URGENT,O
custkey_88415,nationkey_19,AUTOMOBILE,ROMANIA,regionkey_3,1-URGENT,O
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,1-URGENT,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,1-URGENT,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,2-HIGH,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,3-MEDIUM,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,3-MEDIUM,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,1-URGENT,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,2-HIGH,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,1-URGENT,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,2-HIGH,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,4-NOTSPECIFIED,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,2-HIGH,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,3-MEDIUM,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,3-MEDIUM,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,4-NOTSPECIFIED,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,3-MEDIUM,F
custkey_19520,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,F
custkey_57773,nationkey_2,MACHINERY,BRAZIL,regionkey_1,5-LOW,F
custkey_57773,nationkey_2,MACHINERY,BRAZIL,regionkey_1,1-URGENT,F
custkey_57773,nationkey_2,MACHINERY,BRAZIL,regionkey_1,4-NOTSPECIFIED,F
custkey_57773,nationkey_2,MACHINERY,BRAZIL,regionkey_1,3-MEDIUM,F
custkey_57773,nationkey_2,MACHINERY,BRAZIL,regionkey_1,5-LOW,F
custkey_57773,nationkey_2,MACHINERY,BRAZIL,regionkey_1,1-URGENT,F
custkey_57773,nationkey_2,MACHINERY,BRAZIL,regionkey_1,1-URGENT,F
custkey_57773,nationkey_2,MACHINERY,BRAZIL,regionkey_1,4-NOTSPECIFIED,F
custkey_57773,nationkey_2,MACHINERY,BRAZIL,regionkey_1,4-NOTSPECIFIED,F
custkey_57773,nationkey_2,MACHINERY,BRAZIL,regionkey_1,2-HIGH,F
custkey_57773,nationkey_2,MACHINERY,BRAZIL,regionkey_1,2-HIGH,F
custkey_57773,nationkey_2,MACHINERY,BRAZIL,regionkey_1,3-MEDIUM,F
custkey_57773,nationkey_2,MACHINERY,BRAZIL,regionkey_1,4-NOTSPECIFIED,F
custkey_57773,nationkey_2,MACHINERY,BRAZIL,regionkey_1,3-MEDIUM,F
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,2-HIGH,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,3-MEDIUM,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,5-LOW,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,1-URGENT,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,4-NOTSPECIFIED,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,5-LOW,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,3-MEDIUM,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,3-MEDIUM,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,1-URGENT,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,3-MEDIUM,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,2-HIGH,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,4-NOTSPECIFIED,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,1-URGENT,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,2-HIGH,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,1-URGENT,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,2-HIGH,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,3-MEDIUM,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,1-URGENT,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,2-HIGH,O
custkey_54716,nationkey_2,BUILDING,BRAZIL,regionkey_1,5-LOW,O
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,5-LOW,F
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,5-LOW,F
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,3-MEDIUM,F
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,3-MEDIUM,F
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,O
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,2-HIGH,O
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,F
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,3-MEDIUM,F
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,5-LOW,F
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,1-URGENT,F
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,1-URGENT,F
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,2-HIGH,F
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,3-MEDIUM,F
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,5-LOW,O
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,1-URGENT,O
custkey_82898,nationkey_24,MACHINERY,UNITEDSTATES,regionkey_1,2-HIGH,O
custkey_130679,nationkey_8,FURNITURE,INDIA,regionkey_2,4-NOTSPECIFIED,F
custkey_130679,nationkey_8,FURNITURE,INDIA,regionkey_2,5-LOW,F
custkey_130679,nationkey_8,FURNITURE,INDIA,regionkey_2,2-HIGH,F
custkey_130679,nationkey_8,FURNITURE,INDIA,regionkey_2,5-LOW,F
custkey_130679,nationkey_8,FURNITURE,INDIA,regionkey_2,5-LOW,F
custkey_130679,nationkey_8,FURNITURE,INDIA,regionkey_2,2-HIGH,F
custkey_130679,nationkey_8,FURNITURE,INDIA,regionkey_2,4-NOTSPECIFIED,F
custkey_130679,nationkey_8,FURNITURE,INDIA,regionkey_2,3-MEDIUM,F
custkey_130679,nationkey_8,FURNITURE,INDIA,regionkey_2,4-NOTSPECIFIED,F
custkey_130679,nationkey_8,FURNITURE,INDIA,regionkey_2,1-URGENT,F
custkey_130679,nationkey_8,FURNITURE,INDIA,regionkey_2,2-HIGH,F
custkey_130679,nationkey_8,FURNITURE,INDIA,regionkey_2,5-LOW,F
custkey_98420,nationkey_13,AUTOMOBILE,JORDAN,regionkey_4,4-NOTSPECIFIED,O
custkey_98420,nationkey_13,AUTOMOBILE,JORDAN,regionkey_4,2-HIGH,O
custkey_98420,nationkey_13,AUTOMOBILE,JORDAN,regionkey_4,1-URGENT,O
custkey_98420,nationkey_13,AUTOMOBILE,JORDAN,regionkey_4,2-HIGH,O
custkey_98420,nationkey_13,AUTOMOBILE,JORDAN,regionkey_4,1-URGENT,O
custkey_98420,nationkey_13,AUTOMOBILE,JORDAN,regionkey_4,5-LOW,O
custkey_98420,nationkey_13,AUTOMOBILE,JORDAN,regionkey_4,5-LOW,O
custkey_98420,nationkey_13,AUTOMOBILE,JORDAN,regionkey_4,4-NOTSPECIFIED,O
custkey_98420,nationkey_13,AUTOMOBILE,JORDAN,regionkey_4,1-URGENT,O
custkey_98420,nationkey_13,AUTOMOBILE,JORDAN,regionkey_4,1-URGENT,O
