c_acctbal,o_totalprice
8882.85,97202.54
8882.85,109553.99
8882.85,111339.83
8882.85,285455.68
8882.85,68389.52
8882.85,9412.51
8882.85,34710.44
8882.85,60017.28
8882.85,18951.68
8882.85,175461.11
2277.43,187947.68
2277.43,63536.77
2277.43,228847.88
2277.43,104373.47
2277.43,222775.1
2277.43,69516.51
2277.43,22766.57
2277.43,336313.6
2277.43,27448.01
2277.43,112098.78
2277.43,278767.14
1603.49,315418.23
1603.49,88183.43
1603.49,35185.73
1603.49,251333.07
1603.49,150660.89
1603.49,167145.01
1603.49,172850.04
1603.49,85748.61
1603.49,241411.3
1603.49,156562.76
1603.49,112373.67
-362.04,254933.77
-362.04,199242.15
-362.04,40500.65
-362.04,46118.15
-362.04,178917.28
-362.04,249217.6
-362.04,74018.51
-362.04,100917.83
-362.04,300111.43
-362.04,265958.58
2962.6,78079.39
2962.6,143808.95
2962.6,121498.91
2962.6,181891.47
2962.6,39675.99
2962.6,279019.21
2962.6,77706.61
2962.6,7615.19
2962.6,153615.4
2962.6,72315.18
2962.6,75917.85
2962.6,23435.72
2962.6,3548.27
3517.42,144816.59
3517.42,184678.1
3517.42,89869.14
3517.42,143591.66
3517.42,240523.6
3517.42,20086.75
3517.42,250932.15
3517.42,108566.74
3517.42,79943.14
3517.42,136043.75
3517.42,217734.68
3517.42,278635.38
3517.42,137417.7
3517.42,51457.65
3517.42,155608.54
4638.22,131724.48
4638.22,44784.95
4638.22,163674.89
4638.22,281853.67
4638.22,98002.44
4638.22,161794.13
4638.22,211423.24
4638.22,21669.54
4638.22,225518.83
4638.22,95155.78
4638.22,159824.21
4638.22,184946.88
4638.22,141743.4
4181.62,218835.39
4181.62,27302.73
4181.62,284028.14
4181.62,3223.01
4181.62,243386.68
4181.62,199931.83
4181.62,123636.78
4181.62,391625.71
4181.62,80383.57
4181.62,124687.13
4181.62,19068.03
4181.62,170339.48
4181.62,292706.99
4181.62,227394.67
4181.62,108700.67
6983.79,57737.27
6983.79,134141.86
6983.79,254612.96
6983.79,178142.3
6983.79,175239.59
6983.79,87097.94
6983.79,166654.68
6983.79,73951.65
6983.79,32948.7
6983.79,234969.77
6983.79,145514.25
6983.79,97138.6
6983.79,126733.95
6983.79,215548.3
6983.79,261573.25
6983.79,43181.13
2102.64,312135.59
2102.64,90907.09
2102.64,63177.42
2102.64,140321.42
2102.64,212411.55
2102.64,24264.18
2102.64,214093.12
2102.64,185017.63
2102.64,55686.46
2102.64,20324.56
2102.64,302697.89
2102.64,63120.58
2102.64,97026.0
2102.64,185585.75
2102.64,197664.11
2102.64,182389.91
2102.64,57948.29
2102.64,124527.71
5466.4,46385.08
5466.4,346161.61
5466.4,119951.18
5466.4,201451.66
5466.4,48358.58
5466.4,198467.72
5466.4,269141.83
5466.4,18335.36
5988.22,146711.77
5988.22,131322.26
5988.22,123361.52
5988.22,149898.93
5988.22,162694.08
5988.22,68572.11
5988.22,233210.27
2252.38,79850.24
2252.38,87814.03
2252.38,114606.38
2252.38,134104.11
2252.38,10549.36
2252.38,446857.17
2252.38,58496.25
2252.38,92009.42
2252.38,52948.91
2252.38,221812.98
2252.38,35614.85
2252.38,42026.31
2252.38,277801.18
2252.38,19483.02
2252.38,29008.3
2252.38,45781.18
2252.38,147797.72
2252.38,189583.72
2252.38,221793.31
2252.38,252766.01
8239.65,61016.67
8239.65,289187.12
8239.65,390125.38
8239.65,244982.89
8239.65,24862.16
8239.65,77398.89
8239.65,278103.3
8239.65,197552.92
8239.65,211393.55
8239.65,93359.25
8239.65,72527.79
8239.65,91167.12
8239.65,139122.59
8239.65,157620.93
8239.65,305060.28
7671.84,240235.97
7671.84,249258.89
7671.84,194429.11
7671.84,60560.51
7671.84,15182.44
7671.84,60849.94
7671.84,165679.08
7671.84,13825.03
7671.84,83050.19
7671.84,229372.76
7671.84,99360.18
7671.84,232606.51
7671.84,123034.06
7671.84,238004.39
7671.84,10739.87
6579.24,196928.4
6579.24,160200.44
6579.24,201452.19
6579.24,198830.58
6579.24,300865.47
6579.24,33461.0
6579.24,245135.93
6579.24,341888.03
6579.24,80011.25
6579.24,180194.25
6579.24,134811.88
6579.24,173537.57
6579.24,255908.11
6579.24,200806.27
6579.24,36116.74
6579.24,127866.96
6579.24,91170.67
6579.24,113224.38
6579.24,271547.07
9770.85,123463.24
9770.85,359262.34
9770.85,174118.98
9770.85,40474.34
9770.85,164397.63
9770.85,253988.1
9770.85,121330.64
9770.85,14083.19
9770.85,108373.52
9770.85,160611.64
9770.85,13453.05
9770.85,278072.07
1812.49,70084.37
1812.49,165456.17
1812.49,224934.51
1812.49,113792.57
1812.49,127779.11
1812.49,301178.84
1812.49,267785.44
1812.49,27200.9
1812.49,130601.59
1812.49,37682.92
1812.49,142223.04
1812.49,255663.48
1812.49,226984.54
1812.49,158355.78
1812.49,252244.4
1812.49,194618.52
1812.49,16171.24
1812.49,203014.2
1812.49,272068.26
1812.49,84015.52
1812.49,175133.18
1812.49,260417.22
9355.16,279595.08
9355.16,236171.86
9355.16,5751.7
9355.16,104997.39
9355.16,166804.05
9355.16,14593.39
9355.16,116254.26
9355.16,231497.83
9355.16,102081.91
9355.16,202474.34
9355.16,372394.96
9355.16,154811.65
9355.16,246566.24
9355.16,53664.19
9355.16,219449.6
9355.16,210210.39
9355.16,157243.34
9355.16,54422.67
9355.16,148857.47
9355.16,291945.23
714.82,331113.4
714.82,89187.54
714.82,57754.13
714.82,131017.43
714.82,257457.54
714.82,114465.82
714.82,196718.44
714.82,150609.11
714.82,25694.1
714.82,89714.33
714.82,38808.09
714.82,215277.95
714.82,11777.5
9539.79,318636.29
9539.79,161060.43
9539.79,187426.18
9539.79,211330.58
9539.79,298570.11
9539.79,175477.86
9539.79,26277.74
9539.79,214826.42
9539.79,20358.46
9539.79,78122.19
9539.79,29566.35
9539.79,112089.32
9539.79,115979.66
9539.79,288111.94
9539.79,72126.93
9539.79,276191.08
2440.28,276367.48
2440.28,190969.77
2440.28,198882.5
2440.28,193988.6
2440.28,98765.93
2440.28,42772.3
2440.28,167266.95
2440.28,72936.74
2440.28,211353.87
2440.28,208180.94
2440.28,317432.42
2440.28,365889.37
2440.28,4951.85
7081.04,44833.6
7081.04,78007.15
7081.04,179598.15
7081.04,257866.48
7081.04,259578.56
7081.04,72028.75
7081.04,183780.72
7081.04,264343.69
7081.04,2225.51
7081.04,207634.2
7081.04,270999.43
7081.04,102676.24
7081.04,172737.71
7081.04,54067.68
7081.04,42088.55
2368.72,112167.79
2368.72,137719.88
2368.72,254162.3
2368.72,22724.91
2368.72,69545.31
2368.72,191266.88
2368.72,113185.95
2368.72,354295.69
2368.72,223691.48
2368.72,261288.49
2368.72,68936.38
2368.72,95294.64
2368.72,218998.33
2368.72,196535.48
2368.72,88886.81
2368.72,70980.51
2368.72,88775.52
2368.72,79367.71
2368.72,311587.31
2368.72,84552.35
2368.72,116444.86
8519.52,166304.57
8519.52,61631.35
8519.52,222180.22
8519.52,68089.78
8519.52,109689.07
8519.52,92427.28
8519.52,52508.01
8519.52,55480.43
8519.52,48195.3
8519.52,249874.49
8519.52,180269.23
8519.52,43729.22
8519.52,73612.56
8519.52,60837.4
8519.52,117684.12
8519.52,19057.85
8519.52,178687.69
2208.01,191126.13
2208.01,60927.5
2208.01,287271.75
2208.01,122091.55
2208.01,53938.63
2208.01,208964.15
2208.01,179882.59
2208.01,156576.77
2208.01,67617.29
2208.01,170513.92
2208.01,76430.85
2208.01,133648.14
3678.15,126609.13
3678.15,155414.3
3678.15,209076.77
3678.15,241754.01
3678.15,79694.59
3678.15,65385.54
3678.15,212912.53
3678.15,256603.37
3678.15,13600.19
3678.15,266457.96
3678.15,221626.89
3678.15,274248.08
3678.15,228457.96
3678.15,109104.7
3678.15,129555.1
3678.15,202653.77
3678.15,32665.49
2233.83,28033.73
2233.83,88717.47
2233.83,80190.33
2233.83,171021.03
2233.83,192947.29
2233.83,59252.84
2233.83,163075.74
2233.83,68165.39
2233.83,117065.5
2233.83,168110.46
2233.83,193746.38
2233.83,241594.72
2233.83,146513.45
2233.83,33478.97
3682.51,150965.05
3682.51,4558.78
3682.51,117001.73
3682.51,125882.89
3682.51,104348.2
3682.51,188399.16
3682.51,81647.36
3682.51,48661.09
3682.51,148507.78
3682.51,108687.38
3682.51,159124.17
3682.51,131409.1
3682.51,262447.02
3682.51,348412.19
3682.51,131020.66
3682.51,274357.94
3682.51,121328.41
3682.51,250950.51
3682.51,100885.97
4478.32,237761.06
4478.32,103452.0
4478.32,40940.16
4478.32,151467.23
4478.32,247036.41
4478.32,202014.56
4478.32,90140.0
4478.32,191365.0
4478.32,182237.32
4478.32,380689.45
4478.32,38795.73
4478.32,206930.78
4478.32,185182.84
4478.32,199282.28
4068.77,236147.37
4068.77,307250.52
4068.77,215224.23
4068.77,59082.37
4068.77,136645.26
4068.77,203081.17
4068.77,254765.72
4068.77,47272.84
4068.77,140026.78
4068.77,213135.45
4068.77,55940.03
4068.77,245027.21
4068.77,62754.37
4068.77,243380.16
4068.77,159865.51
4068.77,35064.74
4068.77,18245.14
4068.77,18310.51
9045.6,168435.12
9045.6,247335.34
9045.6,13650.76
9045.6,95086.29
9045.6,53646.05
9045.6,176693.62
9045.6,245322.81
9045.6,219378.59
9045.6,171949.7
9045.6,250611.94
9045.6,80069.6
9045.6,189513.35
9045.6,313838.37
9045.6,38749.87
9045.6,215933.73
9045.6,115310.7
9045.6,188635.61
9045.6,96698.37
9045.6,179662.43
9045.6,173027.82
5134.66,142342.64
5134.66,16437.82
5134.66,85156.54
5134.66,74727.59
5134.66,37788.17
5134.66,48208.18
5134.66,84528.82
5134.66,179590.63
5134.66,126356.39
5134.66,313973.15
5134.66,115441.02
3685.09,150843.15
3685.09,196152.31
3685.09,184538.19
3685.09,208722.86
3685.09,131719.62
3685.09,76089.25
3685.09,192339.03
3685.09,138165.79
3685.09,27534.28
3685.09,25046.25
3685.09,24886.83
8742.31,200320.19
8742.31,96502.21
8742.31,121796.22
8742.31,249913.9
8742.31,9706.75
8742.31,96195.95
8742.31,251010.29
8742.31,374914.27
8742.31,283086.69
8742.31,295331.63
8742.31,227037.92
8742.31,128561.73
8742.31,42734.0
8742.31,188505.3
8611.46,53320.02
8611.46,136275.58
8611.46,172520.08
8611.46,163886.59
8611.46,170202.83
8611.46,183994.33
8611.46,180900.78
8611.46,177134.69
8611.46,193812.45
8611.46,217350.32
8611.46,183943.35
8611.46,171057.0
8611.46,201607.9
8611.46,283554.85
8611.46,305536.75
1990.1,175736.94
1990.1,153337.16
1990.1,354452.17
1990.1,290036.98
1990.1,235736.14
1990.1,115389.98
1990.1,168120.85
1990.1,97727.77
1990.1,223504.94
1990.1,86703.06
1990.1,83562.0
1990.1,326507.05
1990.1,18950.25
1990.1,48953.43
1990.1,172799.67
1990.1,15686.9
1990.1,234558.29
3458.57,68986.15
3458.57,90070.46
3458.57,386263.46
3458.57,204320.19
3458.57,336203.55
3458.57,78231.91
3458.57,61714.07
3458.57,96510.87
3458.57,56117.34
3458.57,164753.89
3458.57,125063.83
3458.57,241420.84
3458.57,204078.1
3458.57,152402.25
3238.42,37530.23
3238.42,124592.89
3238.42,54616.19
3238.42,135352.1
3238.42,26206.12
3238.42,70053.59
3238.42,162220.53
3238.42,184305.22
3238.42,190638.46
3238.42,102339.97
3238.42,255618.34
3238.42,184657.6
-106.16,131550.56
-106.16,66490.4
-106.16,93751.83
-106.16,191717.18
-106.16,47048.25
-106.16,282354.47
-106.16,193485.59
-106.16,81590.53
-106.16,293942.49
-106.16,102077.49
-106.16,114157.65
-106.16,75294.52
-106.16,42774.55
9656.42,115381.43
9656.42,202659.63
9656.42,222877.87
9656.42,49691.62
9656.42,183155.29
9656.42,142321.99
9656.42,284408.92
9656.42,49988.46
9656.42,233771.57
9656.42,120785.05
9656.42,47314.62
9656.42,169129.38
9656.42,54904.86
7778.61,209164.55
7778.61,37503.62
7778.61,291815.24
7778.61,31527.94
7778.61,37198.71
7778.61,200116.77
7778.61,71804.64
7778.61,369199.7
7778.61,338291.82
7778.61,49911.09
7778.61,52159.86
7778.61,35981.42
7778.61,363433.17
4188.11,58069.94
4188.11,41748.47
4188.11,60008.48
4188.11,125921.88
4188.11,164944.59
4188.11,91489.93
4188.11,239593.75
4188.11,124462.98
4188.11,138617.65
4188.11,33863.42
4188.11,273889.37
4188.11,134443.0
3907.57,130834.58
3907.57,222198.57
3907.57,273161.59
3907.57,25207.54
3907.57,150922.1
3907.57,147561.4
3907.57,154223.22
3907.57,220468.72
3907.57,214965.22
-415.51,228420.94
-415.51,191174.5
-415.51,197222.45
-415.51,38229.93
-415.51,280028.6
-415.51,204499.2
-415.51,120756.25
-415.51,278621.45
-415.51,44747.68
-415.51,49150.08
-415.51,19470.47
-415.51,93407.02
-415.51,128338.12
-415.51,168488.78
-415.51,197250.99
7294.44,377114.75
7294.44,195582.75
7294.44,9561.84
7294.44,249576.84
7294.44,388625.21
7294.44,160152.63
7294.44,307724.58
8890.55,65326.15
8890.55,256651.84
8890.55,109781.3
8890.55,45840.91
8890.55,245768.93
8890.55,191871.35
8890.55,117754.2
8890.55,189997.17
8890.55,121915.04
8890.55,44362.05
8890.55,9088.63
8890.55,45953.49
8890.55,20622.11
2022.06,270579.78
2022.06,169691.92
2022.06,225418.42
2022.06,248269.72
2022.06,36520.83
2022.06,241624.88
2022.06,173183.26
2022.06,214238.99
2022.06,334909.57
2022.06,51739.48
2022.06,286864.46
2022.06,98917.39
2022.06,267309.51
2022.06,237290.77
2022.06,53325.8
2022.06,129311.0
2022.06,33188.94
2022.06,336761.02
2022.06,128025.29
2022.06,75470.79
2022.06,270378.62
1929.25,172782.38
1929.25,80954.05
1929.25,164538.8
1929.25,217027.21
1929.25,94858.64
1929.25,184187.99
1929.25,60297.64
1929.25,240518.46
1929.25,180073.33
1929.25,29391.21
1929.25,206453.3
1929.25,76986.94
1929.25,36443.89
1929.25,94988.35
1929.25,223598.09
1929.25,63652.61
1929.25,312209.46
1929.25,230981.08
1929.25,244662.41
1929.25,89021.18
1929.25,40154.09
3105.72,191869.22
3105.72,165246.36
3105.72,176927.37
3105.72,196430.08
3105.72,156642.29
3105.72,209555.78
3105.72,187618.72
3105.72,79912.56
3105.72,113933.37
3105.72,69262.47
725.51,276265.0
725.51,73852.28
725.51,55183.55
725.51,213071.75
725.51,294662.01
725.51,151406.59
725.51,209298.95
725.51,52453.38
725.51,168903.74
725.51,328721.19
725.51,5850.06
725.51,184417.58
725.51,258746.37
725.51,289980.59
5014.1,86412.26
5014.1,86439.57
5014.1,35977.48
5014.1,131862.85
5014.1,132452.9
5014.1,97732.19
5014.1,42518.79
5014.1,93991.71
4756.04,106874.14
4756.04,209146.01
4756.04,244270.43
4756.04,256223.76
4756.04,344096.36
4756.04,39562.49
4756.04,160936.69
4756.04,194799.09
4756.04,149229.07
4756.04,289742.1
4756.04,173733.23
4756.04,186372.79
4756.04,86580.93
4756.04,145639.06
4756.04,85533.26
4756.04,158241.74
4756.04,229703.02
4756.04,126548.31
4756.04,230412.9
4756.04,360917.88
3611.66,196637.35
3611.66,183046.93
3611.66,73551.61
3611.66,26711.47
3611.66,142120.18
3611.66,113074.98
3611.66,63500.75
9674.81,9069.28
9674.81,227770.78
9674.81,234881.9
9674.81,220641.86
9674.81,44137.33
9674.81,232239.83
9674.81,290864.74
9674.81,179512.57
9674.81,36291.52
9674.81,188028.89
9674.81,178507.41
9674.81,104551.03
9674.81,33250.4
9674.81,183443.09
9674.81,93917.42
9674.81,227653.12
-489.37,77078.54
-489.37,129270.53
-489.37,36266.75
-489.37,131575.56
-489.37,215544.21
-489.37,233240.56
-489.37,133176.9
-489.37,78442.92
-489.37,173068.49
-489.37,79079.5
-489.37,10417.87
-489.37,153970.36
-489.37,82049.65
-489.37,167049.07
-489.37,9402.82
-489.37,84207.08
3774.7,202207.24
3774.7,158414.33
3774.7,160422.08
3774.7,341523.38
3774.7,188051.25
3774.7,81119.43
3774.7,225258.7
3774.7,219941.38
3774.7,238005.99
3774.7,265486.02
3774.7,299200.0
3774.7,155960.81
3774.7,195732.08
3774.7,66253.04
3774.7,93715.44
3774.7,140330.39
3774.7,294554.89
3774.7,100022.99
3774.7,259804.23
3774.7,281917.84
9306.07,28817.92
9306.07,33217.28
9306.07,121299.55
9306.07,120446.78
9306.07,149886.3
9306.07,255143.97
9306.07,167217.89
9306.07,7540.1
9306.07,52373.06
9306.07,197431.3
9306.07,409117.88
9306.07,216268.64
9306.07,384156.01
9306.07,68928.2
9306.07,121025.17
9306.07,209079.26
1.98,77494.2
1.98,27224.05
1.98,284378.26
1.98,155423.52
1.98,31927.83
1.98,222240.82
1.98,146035.71
1.98,178274.14
1.98,229448.26
1.98,56929.33
1.98,240871.35
1.98,80643.89
1.98,287876.18
1.98,327273.11
1.98,151687.04
1.98,155838.32
1.98,166139.25
8932.71,266964.87
8932.71,100817.2
8932.71,289607.21
8932.71,209491.95
8932.71,184021.54
8932.71,153252.72
8932.71,233115.04
8932.71,111500.08
8932.71,164034.62
8932.71,284898.5
8932.71,205892.71
8932.71,266716.51
8932.71,127309.04
8932.71,136076.34
8932.71,157567.38
4083.9,54474.34
4083.9,161709.21
4083.9,237900.93
4083.9,82164.94
4083.9,78865.58
4083.9,61640.85
4083.9,315587.26
4083.9,55236.12
4083.9,112711.0
4083.9,197313.9
4083.9,85843.28
4083.9,192370.52
4083.9,207795.58
4083.9,30352.46
4083.9,50980.25
4083.9,293822.12
4083.9,247146.1
4083.9,122890.44
4083.9,121541.84
4083.9,131749.88
8158.23,242868.7
8158.23,66479.65
8158.23,371263.49
8158.23,137177.81
8158.23,180815.45
8158.23,256767.71
8158.23,130233.55
8158.23,400088.83
8158.23,198226.82
8158.23,113931.19
8158.23,85702.94
8158.23,113730.04
7487.7,259582.69
7487.7,224331.11
7487.7,98218.04
7487.7,38479.5
7487.7,297273.43
7487.7,225595.36
7487.7,68789.92
7487.7,313677.16
7487.7,128977.93
7487.7,43586.25
7487.7,92310.83
7487.7,168066.43
7487.7,231506.68
7487.7,132580.82
7487.7,54651.56
7487.7,45942.53
7487.7,41516.23
4085.11,158302.69
4085.11,269956.1
4085.11,340233.16
4085.11,174689.77
4085.11,136873.37
4085.11,123894.77
4085.11,86698.23
4085.11,143458.74
4085.11,237412.78
4085.11,56665.88
4085.11,282643.56
4085.11,92297.82
4085.11,51672.87
4085.11,134890.42
6440.09,203925.29
6440.09,206514.83
6440.09,113759.8
6440.09,180728.82
6440.09,98164.16
6440.09,312699.74
6440.09,13981.49
6440.09,46978.86
6440.09,114682.77
6440.09,248900.8
6440.09,23533.98
6440.09,13580.71
6440.09,33540.71
6440.09,151867.37
6440.09,137711.96
6440.09,213711.53
6440.09,240159.42
6440.09,137712.38
6440.09,134520.12
2380.76,76294.34
2380.76,108281.12
2380.76,72940.62
2380.76,283709.35
2380.76,161948.59
2380.76,102370.08
2380.76,175089.7
2380.76,245186.05
2380.76,158308.52
2380.76,266956.56
19.3,197689.71
19.3,101053.86
19.3,201465.0
19.3,52157.35
19.3,56116.15
19.3,225617.3
19.3,81603.93
19.3,161957.0
19.3,250083.6
19.3,166869.08
19.3,232552.82
19.3,167514.55
928.59,243289.31
928.59,192719.66
928.59,222855.7
928.59,151715.23
928.59,97484.03
928.59,326116.1
928.59,10344.64
928.59,47279.58
928.59,236675.91
928.59,200235.53
928.59,59154.08
928.59,79585.13
928.59,173865.5
928.59,84608.76
4259.84,156978.06
4259.84,231566.65
4259.84,47517.98
4259.84,74122.18
4259.84,302209.02
4259.84,160831.56
4259.84,146831.68
4259.84,148867.02
4259.84,96506.96
4259.84,55177.74
4259.84,225684.05
4259.84,287286.71
4259.84,29627.49
4259.84,62839.63
4259.84,303379.07
4259.84,159099.13
4259.84,106833.37
4259.84,146201.55
4259.84,170697.02
6445.54,293167.32
6445.54,253774.11
6445.54,60121.94
6445.54,76690.82
6445.54,86408.04
6445.54,231630.81
6445.54,227950.09
6445.54,53820.09
6445.54,109233.84
6445.54,35815.39
6445.54,26099.98
6445.54,127893.16
6445.54,167021.23
6445.54,14938.56
6445.54,8240.82
6445.54,148675.92
6445.54,68968.21
6445.54,160027.3
6445.54,84942.71
6445.54,253879.67
4511.8,358090.75
4511.8,257508.18
4511.8,53784.67
4511.8,191820.76
4511.8,115078.95
4511.8,388700.17
4511.8,143307.34
4511.8,242517.0
4511.8,183083.39
5390.0,251864.26
5390.0,118938.06
5390.0,217177.57
5390.0,79436.83
5390.0,268460.32
5390.0,66308.01
5390.0,81096.6
5654.19,263896.04
5654.19,208501.42
5654.19,263531.5
5654.19,154134.78
5654.19,198792.37
5654.19,45152.74
5654.19,197237.05
5654.19,125893.94
5654.19,61517.23
5654.19,8039.25
5654.19,189451.68
5654.19,238609.19
5654.19,412496.0
5654.19,42562.88
5654.19,74967.04
5654.19,88766.39
5654.19,60819.58
5654.19,255487.4
5654.19,54075.88
5654.19,187392.74
-177.46,171218.79
-177.46,295396.74
-177.46,94510.47
-177.46,249563.11
-177.46,155644.5
-177.46,127125.63
-177.46,186258.99
-177.46,188623.63
-177.46,3244.75
-177.46,126521.17
-177.46,207097.79
-177.46,188973.2
-177.46,164601.07
-177.46,171438.85
-177.46,108900.8
-177.46,278800.96
-177.46,115828.03
-177.46,323825.17
-177.46,235254.36
-177.46,155203.94
-177.46,44849.9
9526.96,188957.37
9526.96,199147.02
9526.96,246584.14
9526.96,207635.18
9526.96,161689.57
9526.96,87069.97
9526.96,24577.68
9526.96,12964.94
9526.96,115273.61
9526.96,134361.9
9526.96,141421.68
9526.96,190675.0
9526.96,22067.62
9526.96,69296.06
9526.96,49061.08
9526.96,360827.91
9526.96,149170.07
9526.96,215201.3
9526.96,263443.52
9526.96,48124.51
9526.96,5453.61
9526.96,137057.55
-247.44,90442.58
-247.44,161531.14
-247.44,38911.55
-247.44,122606.15
-247.44,171412.92
-247.44,99780.55
-247.44,284023.5
-247.44,59687.31
-247.44,55353.82
-247.44,212598.26
-247.44,138852.32
9293.04,195122.27
9293.04,223172.79
9293.04,400119.49
9293.04,164622.48
9293.04,104282.68
9293.04,57950.09
9293.04,131237.11
9293.04,54962.36
9293.04,45695.99
9293.04,231192.23
9293.04,12456.38
9293.04,107040.7
806.92,162268.3
806.92,162878.28
806.92,153516.02
806.92,89212.85
806.92,135555.47
806.92,249441.4
806.92,200852.59
806.92,86456.33
806.92,412574.68
806.92,3758.53
806.92,110892.64
806.92,242113.6
806.92,352904.46
806.92,178051.29
806.92,199337.85
806.92,201041.66
1346.27,19860.54
1346.27,73252.63
1346.27,52006.05
1346.27,98450.24
1346.27,180199.57
1346.27,222307.42
1346.27,34928.64
1346.27,133606.83
1346.27,202215.49
1346.27,79994.26
9365.67,52221.61
9365.67,93945.9
9365.67,144703.18
9365.67,130966.29
9365.67,215947.31
9365.67,92223.48
9365.67,122261.38
9365.67,269182.65
9365.67,214183.29
9365.67,278326.3
9365.67,114457.29
9365.67,62713.24
9365.67,15744.91
9365.67,122186.27
9365.67,199303.32
9365.67,168776.6
2782.96,34892.46
2782.96,236761.74
2782.96,67640.53
2782.96,121126.12
2782.96,235846.98
2782.96,311483.23
2782.96,236585.59
2782.96,189404.41
2782.96,52011.57
2782.96,42419.09
2782.96,228951.48
2782.96,222152.11
2782.96,11501.43
2782.96,190392.13
2782.96,112406.57
2782.96,253156.1
2782.96,165398.0
981.12,203282.97
981.12,246456.38
981.12,102876.25
981.12,232378.91
981.12,181919.74
981.12,147187.13
981.12,259423.78
981.12,79558.51
981.12,278648.92
981.12,115559.74
981.12,261203.94
981.12,206616.27
981.12,2017.62
981.12,262771.9
981.12,152978.11
981.12,47591.03
981.12,85540.79
9247.9,65712.78
9247.9,129014.05
9247.9,115085.45
9247.9,108319.38
9247.9,312734.77
9247.9,229920.95
9247.9,215846.29
9247.9,292561.31
9247.9,146276.52
9247.9,114950.78
9247.9,190540.09
9247.9,84915.96
9247.9,164432.51
9247.9,67347.8
4708.65,183997.93
4708.65,146264.74
4708.65,276931.93
4708.65,91384.34
4708.65,286890.88
4708.65,38999.91
4708.65,174922.49
4708.65,233398.06
4708.65,62916.85
4708.65,175029.33
4708.65,59736.07
4708.65,97531.44
4708.65,109469.52
4708.65,221724.98
4708.65,246412.94
4708.65,131177.89
4708.65,228619.55
4708.65,143411.9
4708.65,151358.81
4708.65,20237.74
7831.58,114698.93
7831.58,220116.64
7831.58,99525.48
7831.58,83824.79
7831.58,72402.57
7831.58,303993.37
7831.58,282756.91
7831.58,153018.19
7831.58,206217.42
7831.58,28038.05
7831.58,216339.25
7831.58,71533.93
7831.58,145228.39
7831.58,13808.24
7831.58,15158.26
7831.58,75688.62
9678.92,65571.46
9678.92,166833.46
9678.92,94802.01
9678.92,195012.79
9678.92,49138.36
9678.92,117519.51
9678.92,234675.46
9678.92,243058.65
9678.92,328743.79
9678.92,3535.81
9678.92,268978.94
9678.92,256865.5
8342.93,116490.09
8342.93,176941.94
8342.93,165344.55
8342.93,274616.45
8342.93,220146.98
8342.93,49245.53
8342.93,95200.29
8342.93,61484.32
8342.93,217606.28
8342.93,209876.19
8342.93,208203.53
8342.93,99097.34
8342.93,151808.37
8342.93,111833.17
8342.93,150479.6
5816.05,125229.59
5816.05,201699.79
5816.05,105911.83
5816.05,87786.28
5816.05,242438.55
5816.05,209908.06
5816.05,121489.99
5816.05,340807.42
5816.05,36362.67
5816.05,260331.66
5816.05,208337.52
5816.05,141649.94
5816.05,250077.16
5816.05,279649.92
5816.05,72627.33
5816.05,135311.19
-699.67,292808.31
-699.67,45919.6
-699.67,250020.91
-699.67,155328.6
-699.67,204108.28
-699.67,160162.58
-699.67,356418.14
-699.67,85522.14
-699.67,132666.46
-699.67,280572.16
-699.67,188982.63
-699.67,63215.04
-699.67,189516.87
-699.67,155187.52
-699.67,296774.92
-699.67,364777.74
-699.67,206372.81
-699.67,78848.12
-699.67,100172.95
-699.67,272250.72
-699.67,53007.65
4844.06,25261.75
4844.06,243451.0
4844.06,6434.42
4844.06,110943.48
4844.06,116874.26
4844.06,59981.99
4844.06,137080.44
4844.06,231663.68
4844.06,172953.39
4844.06,174396.26
4844.06,314331.88
4844.06,82279.15
4844.06,193147.2
4844.06,17760.51
7469.75,228423.3
7469.75,61445.34
7469.75,35007.04
7469.75,282471.0
7469.75,178942.75
7469.75,170338.74
7469.75,194821.2
7469.75,199414.34
7469.75,210572.79
1979.76,181587.23
1979.76,94940.55
1979.76,172807.75
1979.76,252768.4
1979.76,3928.47
1979.76,402310.16
1979.76,50415.86
1979.76,253459.31
1979.76,62222.28
1979.76,251241.04
1979.76,50322.11
1979.76,32594.95
-291.97,157249.27
-291.97,91637.02
-291.97,131955.81
-291.97,114301.97
-291.97,206488.07
-291.97,21908.26
-291.97,164292.61
-291.97,271040.88
-291.97,68034.96
-291.97,170390.94
-291.97,88115.5
-291.97,12828.27
-291.97,141608.17
-291.97,243707.7
-291.97,102403.19
-291.97,259054.85
-291.97,199792.11
-291.97,361816.81
8298.71,301045.78
8298.71,289197.69
8298.71,57915.95
8298.71,58645.48
8298.71,178414.78
8298.71,32945.54
8298.71,234930.04
8298.71,173109.07
8298.71,162271.22
8298.71,175398.38
8298.71,57867.23
8298.71,284039.67
8298.71,130407.65
2781.28,18349.56
2781.28,165123.11
2781.28,198061.24
2781.28,93473.66
2781.28,78042.35
2781.28,302005.05
2781.28,185199.76
2781.28,252069.46
2781.28,255777.59
2781.28,155763.54
2781.28,218290.93
2781.28,90390.0
2781.28,298826.41
2781.28,273725.22
2781.28,143779.85
2781.28,213818.55
3943.02,185283.94
3943.02,100739.84
3943.02,67844.8
3943.02,352648.37
3943.02,323776.08
3943.02,49765.31
3943.02,176177.04
3943.02,17612.9
