Gender,AreaCode,City,State,Zip,MaritalStatus,HasChild,Salary,Rate,SingleExemp,MarriedExemp,ChildExemp
M,ac435,OGDEN,UT,zip84404,M,Y,30000,7.0,0,4950,2475
M,ac617,READING,MA,zip1867,M,Y,20000,5.3,0,7150,1000
M,ac207,DIXFIELD,ME,zip4224,S,Y,5000,2.2135036,2850,0,2850
F,ac503,BANDON,OR,zip97411,M,N,70000,9.0,0,318,0
F,ac623,TUCSON,AZ,zip85731,M,Y,25000,3.1025,0,4200,2300
F,ac808,FORT_SHAFTER,HI,zip96858,S,Y,85000,8.25,1040,0,1040
M,ac843,PLUM_BRANCH,SC,zip29845,S,Y,100000,7.0,3300,0,3300
F,ac701,HUNTER,ND,zip58048,S,Y,30000,2.1034775000000003,3300,0,3300
M,ac541,MULINO,OR,zip97042,M,N,40000,9.0,0,318,0
F,ac503,GERVAIS,OR,zip97026,S,N,45000,9.0,159,0,0
M,ac808,HILO,HI,zip96721,M,Y,65000,8.25,0,2080,1040
M,ac907,BUCKLAND,AK,zip99727,S,Y,75000,0.0,0,0,0
F,ac505,NAVAJO_DAM,NM,zip87419,S,N,80000,5.3,3300,0,0
M,ac304,LESAGE,WV,zip25537,S,Y,20000,3.7,2000,0,2000
M,ac808,KAHULUI,HI,zip96732,S,Y,35000,7.348684299999999,1040,0,1040
M,ac864,LANCASTER,SC,zip29722,S,N,30000,7.0,3300,0,0
F,ac401,FOSTER,RI,zip2825,S,Y,40000,0.0,0,0,0
M,ac303,CONEJOS,CO,zip81129,S,N,80000,4.63,0,0,0
M,ac701,STREETER,ND,zip58483,M,Y,55000,2.3932838,0,6600,3300
M,ac701,TOWNER,ND,zip58788,M,Y,75000,2.6251287,0,6600,3300
F,ac203,NEW_PRESTON_MARBLE_DALE,CT,zip6777,S,Y,5000,3.0,12750,0,0
F,ac775,ELY,NV,zip89315,M,Y,60000,0.0,0,0,0
F,ac808,MAKAWELI,HI,zip96769,M,N,85000,8.25,0,2080,0
M,ac307,ELK_MOUNTAIN,WY,zip82324,M,Y,80000,0.0,0,0,0
M,ac337,BARATARIA,LA,zip70036,S,Y,65000,6.0,4500,0,1000
F,ac256,HUNTSVILLE,AL,zip35810,S,Y,20000,5.0,1500,0,300
M,ac763,DULUTH,MN,zip55804,M,Y,80000,7.85,0,6600,3300
F,ac479,BLYTHEVILLE,AR,zip72316,M,Y,45000,7.0,0,40,20
M,ac702,SILVERPEAK,NV,zip89047,S,N,5000,0.0,0,0,0
M,ac850,SAINT_JAMES_CITY,FL,zip33956,M,Y,95000,0.0,0,0,0
F,ac228,RAYMOND,MS,zip39154,M,N,20000,5.0,0,12000,0
M,ac701,PETTIBONE,ND,zip58475,S,Y,80000,2.68309,3300,0,3300
F,ac207,PASSADUMKEAG,ME,zip4475,S,N,30000,8.5,2850,0,0
M,ac603,MOULTONBOROUGH,NH,zip3254,M,N,30000,0.0,0,0,0
F,ac360,TEKOA,WA,zip99033,S,Y,90000,0.0,0,0,0
M,ac502,FALMOUTH,KY,zip41040,S,Y,35000,3.7777777,20,0,20
F,ac608,GALESVILLE,WI,zip54630,M,Y,40000,5.1414094000000015,0,1400,400
M,ac561,COCOA,FL,zip32927,S,N,100000,0.0,0,0,0
F,ac507,MILAN,MN,zip56262,S,Y,85000,7.85,3300,0,3300
F,ac304,CHLOE,WV,zip25235,S,Y,55000,6.1499996,2000,0,2000
F,ac701,SAINT_THOMAS,ND,zip58276,S,N,70000,2.5671675,3300,0,0
M,ac920,MAPLE,WI,zip54854,M,Y,25000,4.880782,0,1400,400
F,ac401,BRADFORD,RI,zip2808,S,Y,20000,0.0,0,0,0
F,ac614,HUDSON,OH,zip44237,S,N,50000,2.2057693,1300,0,0
M,ac307,ALADDIN,WY,zip82710,M,Y,35000,0.0,0,0,0
F,ac307,RALSTON,WY,zip82440,S,Y,40000,0.0,0,0,0
F,ac480,PHOENIX,AZ,zip85006,M,N,20000,3.0249999,0,4200,0
F,ac406,BYNUM,MT,zip59419,S,Y,85000,6.9,1900,0,1900
M,ac703,MARYUS,VA,zip23107,M,N,75000,5.75,0,1800,0
F,ac318,GILLIAM,LA,zip71029,S,N,75000,6.0,4500,0,0
M,ac434,HILLSVILLE,VA,zip24343,S,N,85000,5.75,900,0,0
F,ac302,WILMINGTON,DE,zip19884,M,N,65000,5.95,0,220,0
M,ac603,MANCHESTER,NH,zip3101,M,Y,20000,0.0,0,0,0
F,ac701,CRARY,ND,zip58327,S,N,85000,2.7410512,3300,0,0
M,ac602,YUMA,AZ,zip85364,S,Y,20000,3.0249999,2100,0,2300
M,ac402,CALLAWAY,NE,zip68825,S,N,60000,6.84,103,0,0
F,ac408,SANTA_CLARITA,CA,zip91350,S,N,5000,1.0,87,0,0
M,ac912,ATLANTA,GA,zip30364,M,N,40000,6.0,0,5400,0
M,ac605,INTERIOR,SD,zip57750,M,N,15000,0.0,0,0,0
F,ac501,RISON,AR,zip71665,M,Y,35000,7.0,0,40,20
M,ac605,SIOUX_FALLS,SD,zip57106,S,N,40000,0.0,0,0,0
M,ac317,TEFFT,IN,zip46380,S,N,10000,3.4,1000,0,0
M,ac405,LEONARD,OK,zip74043,M,Y,5000,3.0555556,0,2000,1000
M,ac802,SOUTH_ROYALTON,VT,zip5068,M,Y,70000,4.397808,0,6600,3300
F,ac504,THIBODAUX,LA,zip70310,S,Y,40000,6.0,4500,0,1000
M,ac308,LEXINGTON,NE,zip68850,M,N,10000,3.9097095,0,206,0
F,ac276,GLEN_WILTON,VA,zip24438,S,Y,85000,5.75,900,0,900
F,ac504,PORT_BARRE,LA,zip70577,S,Y,65000,6.0,4500,0,1000
F,ac505,RIBERA,NM,zip87560,M,Y,45000,5.3,0,6600,3300
F,ac302,WILMINGTON,DE,zip19896,S,N,30000,3.9045453,110,0,0
M,ac207,SHIRLEY_MILLS,ME,zip4485,S,Y,5000,2.2135036,2850,0,2850
M,ac228,MANTEE,MS,zip39751,M,Y,10000,5.0,0,12000,1500
F,ac210,SAN_ANTONIO,TX,zip78251,M,N,25000,0.0,0,0,0
F,ac205,MOBILE,AL,zip36625,S,Y,70000,5.0,1500,0,300
F,ac801,JUNCTION,UT,zip84740,M,Y,50000,7.0,0,4950,2475
M,ac864,COLUMBIA,SC,zip29201,M,N,35000,7.0,0,6600,0
F,ac703,OLDHAMS,VA,zip22529,M,N,30000,5.75,0,1800,0
M,ac757,CHARLOTTESVILLE,VA,zip22909,M,N,15000,5.214286,0,1800,0
M,ac414,PRENTICE,WI,zip54556,S,Y,35000,5.0545335,700,0,400
F,ac980,LENOIR,NC,zip28645,M,N,85000,7.515733999999999,0,6600,0
M,ac870,STRAWBERRY,AR,zip72469,S,N,80000,7.0,20,0,0
F,ac859,DUNDEE,KY,zip42338,M,N,55000,4.888889,0,40,0
F,ac302,DOVER,DE,zip19901,M,Y,45000,4.9272730000000005,0,220,110
M,ac808,HONOLULU,HI,zip96814,M,N,20000,4.644737,0,2080,0
M,ac850,EVERGLADES_CITY,FL,zip34139,M,Y,25000,0.0,0,0,0
M,ac828,ASHEVILLE,NC,zip28805,S,Y,70000,7.201049,3300,0,3300
F,ac503,BAKER_CITY,OR,zip97814,M,N,65000,9.0,0,318,0
M,ac661,CAMINO,CA,zip95709,S,N,30000,6.5905429999999985,87,0,0
M,ac301,DUNDALK,MD,zip21222,M,N,60000,4.75,0,4800,0
F,ac701,PEMBINA,ND,zip58271,M,N,55000,2.3932838,0,6600,0
F,ac585,LAKE_GROVE,NY,zip11755,M,N,25000,4.0984755,0,0,0
M,ac240,BALTIMORE,MD,zip21224,S,Y,25000,4.75,2400,0,2400
M,ac239,BRADENTON,FL,zip34201,M,N,65000,0.0,0,0,0
F,ac401,KENYON,RI,zip2836,S,Y,80000,0.0,0,0,0
M,ac860,NEW_HAVEN,CT,zip6513,M,Y,50000,5.0,0,24500,0
F,ac225,SHREVEPORT,LA,zip71135,S,N,45000,6.0,4500,0,0
M,ac603,HANOVER,NH,zip3755,M,Y,75000,0.0,0,0,0
M,ac802,FRANKLIN,VT,zip5457,S,N,20000,3.6,3300,0,0
F,ac971,PORTLAND,OR,zip97286,M,N,65000,9.0,0,318,0
F,ac567,AKRON,OH,zip44333,S,Y,25000,1.3758974,1300,0,1300
F,ac608,ARKDALE,WI,zip54613,M,N,80000,5.8364150000000015,0,1400,0
M,ac785,SILVER_LAKE,KS,zip66539,M,Y,65000,6.45,0,4500,2250
M,ac662,MOUND_BAYOU,MS,zip38762,M,N,80000,5.0,0,12000,0
F,ac804,MANAKIN_SABOT,VA,zip23103,M,N,95000,5.75,0,1800,0
M,ac907,MEYERS_CHUCK,AK,zip99903,S,Y,65000,0.0,0,0,0
M,ac864,PINEVILLE,SC,zip29468,M,N,10000,5.752432,0,6600,0
F,ac360,GRAPEVIEW,WA,zip98546,S,Y,50000,0.0,0,0,0
M,ac731,BROWNSVILLE,TN,zip38012,M,Y,100000,0.0,0,0,0
M,ac316,HAVILAND,KS,zip67059,M,N,50000,6.45,0,4500,0
F,ac509,SPOKANE,WA,zip99213,M,Y,95000,0.0,0,0,0
F,ac816,CHESTERFIELD,MO,zip63006,S,N,10000,6.0,2100,0,0
M,ac802,EAST_ARLINGTON,VT,zip5252,M,N,25000,3.6,0,6600,0
M,ac913,WAKEENEY,KS,zip67672,M,N,95000,6.45,0,4500,0
M,ac605,WHITEWOOD,SD,zip57793,M,Y,35000,0.0,0,0,0
M,ac860,FARMINGTON,CT,zip6030,S,N,20000,5.0,12750,0,0
M,ac802,RANDOLPH,VT,zip5060,M,Y,80000,4.5967627,0,6600,3300
F,ac617,BOSTON,MA,zip2207,S,Y,55000,5.3,3575,0,1000
F,ac501,VENDOR,AR,zip72683,M,Y,30000,7.0,0,40,20
F,ac503,SALEM,OR,zip97313,M,N,55000,9.0,0,318,0
F,ac208,BLACKFOOT,ID,zip83221,M,Y,70000,7.8,0,6600,3300
F,ac605,SAINT_CHARLES,SD,zip57571,S,N,25000,0.0,0,0,0
M,ac228,JACKSON,MS,zip39269,M,N,70000,5.0,0,12000,0
F,ac918,OKLAHOMA_CITY,OK,zip73113,S,N,25000,6.25,1000,0,0
F,ac860,HARTFORD,CT,zip6180,M,Y,35000,5.0,0,24500,0
M,ac401,PAWTUCKET,RI,zip2861,S,N,55000,0.0,0,0,0
F,ac479,MOSCOW,AR,zip71659,M,N,60000,7.0,0,40,0
F,ac603,EPSOM,NH,zip3234,S,N,70000,0.0,0,0,0
F,ac913,LIBERAL,KS,zip67901,M,Y,50000,6.45,0,4500,2250
M,ac260,EVANSVILLE,IN,zip47711,S,Y,25000,3.4,1000,0,1000
M,ac405,COLBERT,OK,zip74733,S,Y,100000,6.25,1000,0,1000
M,ac270,DANA,KY,zip41615,S,Y,25000,3.2222223,20,0,20
F,ac304,CLARKSBURG,WV,zip26302,S,Y,60000,6.5,2000,0,2000
M,ac612,HOLMES_CITY,MN,zip56341,M,N,75000,7.85,0,6600,0
M,ac608,OKAUCHEE,WI,zip53069,S,Y,55000,5.4020367,700,0,400
F,ac267,ALLENTOWN,PA,zip18105,S,Y,40000,3.07,0,0,0
M,ac405,BARTLESVILLE,OK,zip74005,M,N,75000,6.25,0,2000,0
F,ac715,PRINCETON,WI,zip54968,M,Y,90000,6.010166000000001,0,1400,400
M,ac732,HIGHTSTOWN,NJ,zip8520,S,Y,100000,2.6616669,1000,0,1500
F,ac601,STARKVILLE,MS,zip39759,S,N,100000,5.0,6000,0,0
F,ac207,CUSHING,ME,zip4563,S,Y,35000,8.5,2850,0,2850
F,ac406,WINSTON,MT,zip59647,S,N,55000,6.9,1900,0,0
F,ac308,MC_COOK,NE,zip69001,M,Y,25000,6.5736103,0,206,103
F,ac308,MCGREW,NE,zip69353,S,Y,60000,6.84,103,0,103
F,ac406,ZURICH,MT,zip59547,S,Y,15000,6.9,1900,0,1900
M,ac551,OCEANPORT,NJ,zip7757,S,N,55000,1.9519792,1000,0,0
M,ac907,ANCHORAGE,AK,zip99507,M,Y,25000,0.0,0,0,0
F,ac815,KEENSBURG,IL,zip62852,S,Y,15000,3.0,2000,0,2000
M,ac208,COOLIN,ID,zip83821,S,Y,30000,7.8,3300,0,3300
F,ac610,VANDERBILT,PA,zip15486,S,Y,35000,3.07,0,0,0
F,ac989,MARQUETTE,MI,zip49855,S,N,10000,3.9,3100,0,0
M,ac605,BELLE_FOURCHE,SD,zip57717,S,Y,90000,0.0,0,0,0
F,ac304,GRAFTON,WV,zip26354,S,Y,15000,3.35,2000,0,2000
M,ac603,NORTH_SUTTON,NH,zip3260,S,N,85000,0.0,0,0,0
M,ac615,NASHVILLE,TN,zip37204,M,Y,20000,0.0,0,0,0
F,ac646,SILVER_SPRINGS,NY,zip14550,M,N,75000,4.3881097,0,0,0
F,ac586,DEARBORN_HEIGHTS,MI,zip48125,S,Y,5000,3.9,3100,0,3100
M,ac567,PICKERINGTON,OH,zip43147,S,N,100000,3.8655128,1300,0,0
F,ac303,EADS,CO,zip81036,M,Y,45000,4.63,0,0,0
M,ac478,RAY_CITY,GA,zip31645,M,N,40000,6.0,0,5400,0
M,ac307,VAN_TASSELL,WY,zip82242,M,N,95000,0.0,0,0,0
F,ac605,HERMOSA,SD,zip57744,S,N,95000,0.0,0,0,0
M,ac435,NEWCASTLE,UT,zip84756,M,N,65000,7.0,0,4950,0
F,ac727,SAINT_CLOUD,FL,zip34770,M,N,100000,0.0,0,0,0
M,ac501,REDFIELD,AR,zip72132,S,Y,15000,3.773037,20,0,20
M,ac401,SLATERSVILLE,RI,zip2876,S,N,70000,0.0,0,0,0
M,ac605,PARKSTON,SD,zip57366,M,N,75000,0.0,0,0,0
M,ac207,PEAKS_ISLAND,ME,zip4108,M,Y,15000,6.9580293000000015,0,5700,2850
F,ac610,HOWARD,PA,zip16841,S,N,10000,3.07,0,0,0
M,ac478,WAVERLY_HALL,GA,zip31831,S,N,10000,6.0,2700,0,0
F,ac405,PAWHUSKA,OK,zip74056,S,N,75000,6.25,1000,0,0
F,ac410,WINDSOR_MILL,MD,zip21244,M,N,5000,4.75,0,4800,0
M,ac505,ALBUQUERQUE,NM,zip87111,S,Y,55000,5.3,3300,0,3300
F,ac307,ENCAMPMENT,WY,zip82325,S,Y,55000,0.0,0,0,0
M,ac862,PLUCKEMIN,NJ,zip7978,M,N,5000,1.4,0,2000,0
M,ac630,SOUTH_WILMINGTON,IL,zip60474,S,Y,5000,3.0,2000,0,2000
F,ac630,EQUALITY,IL,zip62934,M,Y,15000,3.0,0,4000,2000
M,ac978,LITTLETON,MA,zip1460,S,Y,5000,5.3,3575,0,1000
M,ac864,CLARKS_HILL,SC,zip29821,S,Y,65000,7.0,3300,0,3300
F,ac302,WILMINGTON,DE,zip19880,S,Y,45000,4.9272730000000005,110,0,110
F,ac484,POTTSVILLE,PA,zip17901,M,N,40000,3.07,0,0,0
M,ac479,CAMDEN,AR,zip71701,M,N,5000,1.3826938999999998,0,40,0
F,ac701,GARRISON,ND,zip58540,M,Y,5000,2.1,0,6600,3300
F,ac580,OKLAHOMA_CITY,OK,zip73122,M,N,70000,6.25,0,2000,0
F,ac224,LANCASTER,IL,zip62855,M,Y,35000,3.0,0,4000,2000
F,ac239,TAMPA,FL,zip33689,S,N,100000,0.0,0,0,0
F,ac912,CLARKSTON,GA,zip30021,S,N,70000,6.0,2700,0,0
F,ac202,WASHINGTON,DC,zip20544,M,Y,35000,9.0,0,2740,1370
M,ac551,PERTH_AMBOY,NJ,zip8861,M,N,45000,1.7942707999999998,0,2000,0
F,ac580,GARBER,OK,zip73738,S,N,50000,6.25,1000,0,0
F,ac303,BOULDER,CO,zip80307,M,N,35000,4.63,0,0,0
M,ac551,TRENTON,NJ,zip8628,S,Y,55000,1.9519792,1000,0,1500
M,ac806,DALLAS,TX,zip75225,M,Y,75000,0.0,0,0,0
F,ac775,LAS_VEGAS,NV,zip89145,M,Y,85000,0.0,0,0,0
M,ac505,VANDERWAGEN,NM,zip87326,M,Y,100000,5.3,0,6600,3300
M,ac219,MARTINSVILLE,IN,zip46151,S,N,45000,3.4,1000,0,0
F,ac606,LOUISVILLE,KY,zip40212,M,Y,50000,4.611111,0,40,20
M,ac202,WASHINGTON,DC,zip20586,M,Y,95000,9.0,0,2740,1370
M,ac804,FORT_VALLEY,VA,zip22652,S,N,30000,5.75,900,0,0
F,ac218,FOSSTON,MN,zip56542,M,N,45000,6.6568303,0,6600,0
M,ac402,BLOOMINGTON,NE,zip68929,M,N,90000,6.84,0,206,0
M,ac787,PENUELAS,PR,zip624,M,Y,70000,0.0,0,0,0
M,ac307,DIXON,WY,zip82323,S,Y,55000,0.0,0,0,0
F,ac701,SAINT_MICHAEL,ND,zip58370,S,Y,10000,2.1,3300,0,3300
M,ac919,RODUCO,NC,zip27969,M,N,40000,6.571678,0,6600,0
M,ac662,TOCCOPOLA,MS,zip38874,M,Y,45000,5.0,0,12000,1500
F,ac406,WHITE_SULPHUR_SPRINGS,MT,zip59645,M,N,85000,6.9,0,3800,0
M,ac860,NEW_HAVEN,CT,zip6505,S,Y,50000,5.0,12750,0,0
M,ac508,ACCORD,MA,zip2018,M,Y,55000,5.3,0,7150,1000
F,ac302,MAGNOLIA,DE,zip19962,M,N,20000,3.2227273,0,220,0
F,ac207,MONTICELLO,ME,zip4760,S,N,45000,8.5,2850,0,0
F,ac210,HOUSTON,TX,zip77009,M,Y,10000,0.0,0,0,0
M,ac234,CUYAHOGA_FALLS,OH,zip44223,S,N,10000,0.8779744,1300,0,0
M,ac580,TULSA,OK,zip74192,S,N,35000,6.25,1000,0,0
M,ac210,SAN_ANTONIO,TX,zip78218,S,Y,100000,0.0,0,0,0
F,ac808,TRIPLER_ARMY_MEDICAL_CENTER,HI,zip96859,S,Y,5000,1.9407895,1040,0,1040
F,ac207,ROCKPORT,ME,zip4856,M,Y,10000,4.5857663,0,5700,2850
M,ac563,DUMONT,IA,zip50625,S,N,30000,4.795432,40,0,0
M,ac623,GLENDALE,AZ,zip85308,S,Y,65000,3.7224998,2100,0,2300
F,ac701,LANSFORD,ND,zip58750,M,Y,75000,2.6251287,0,6600,3300
F,ac785,ELK_FALLS,KS,zip67345,S,N,90000,6.45,2250,0,0
M,ac530,SCOTTS_VALLEY,CA,zip95067,S,N,45000,9.3,87,0,0
F,ac505,PIE_TOWN,NM,zip87827,S,N,45000,5.3,3300,0,0
M,ac304,CHARLESTON,WV,zip25303,M,N,60000,6.5,0,4000,0
M,ac225,OTIS,LA,zip71466,M,N,45000,6.0,0,9000,0
M,ac808,HONOLULU,HI,zip96815,M,Y,25000,5.546053,0,2080,1040
M,ac419,MC_CLURE,OH,zip43534,M,Y,45000,2.039795,0,2600,1300
F,ac769,NEW_SITE,MS,zip38859,M,Y,65000,5.0,0,12000,1500
F,ac808,HONOLULU,HI,zip96819,M,Y,40000,8.25,0,2080,1040
F,ac980,GREENSBORO,NC,zip27435,S,N,55000,6.8863635,3300,0,0
F,ac860,NEW_HAVEN,CT,zip6509,S,Y,55000,5.0,12750,0,0
F,ac224,SAINT_CHARLES,IL,zip60174,S,N,30000,3.0,2000,0,0
F,ac845,MIDDLE_ISLAND,NY,zip11953,M,Y,5000,4.0,0,0,1000
M,ac207,EAST_WATERBORO,ME,zip4030,S,N,95000,8.5,2850,0,0
M,ac304,DAILEY,WV,zip26259,S,Y,60000,6.5,2000,0,2000
F,ac351,ANDOVER,MA,zip1899,M,N,70000,5.3,0,7150,0
M,ac208,LEWISTON,ID,zip83501,S,N,50000,7.8,3300,0,0
F,ac304,BIG_BEND,WV,zip26136,M,N,25000,4.05,0,4000,0
F,ac480,SHOW_LOW,AZ,zip85901,S,N,30000,3.1799998,2100,0,0
M,ac269,PETOSKEY,MI,zip49770,M,N,5000,3.9,0,6200,0
M,ac206,SPOKANE,WA,zip99217,S,N,35000,0.0,0,0,0
F,ac267,MILLVILLE,PA,zip17846,M,Y,10000,3.07,0,0,0
F,ac660,INDEPENDENCE,MO,zip64051,M,N,30000,6.0,0,4200,0
M,ac309,KARNAK,IL,zip62956,M,Y,70000,3.0,0,4000,2000
M,ac573,IMPERIAL,MO,zip63052,M,N,20000,6.0,0,4200,0
M,ac206,YACOLT,WA,zip98675,S,Y,25000,0.0,0,0,0
F,ac907,KIANA,AK,zip99749,M,Y,90000,0.0,0,0,0
F,ac434,CHECK,VA,zip24072,S,N,70000,5.75,900,0,0
M,ac540,ANDOVER,VA,zip24215,M,N,40000,5.75,0,1800,0
M,ac406,HELENA,MT,zip59604,S,N,60000,6.9,1900,0,0
M,ac308,TEKAMAH,NE,zip68061,S,Y,70000,6.84,103,0,103
F,ac508,HUDSON,MA,zip1749,S,N,80000,5.3,3575,0,0
F,ac716,CUDDEBACKVILLE,NY,zip12729,S,Y,5000,4.0,0,0,1000
M,ac620,TOPEKA,KS,zip66683,S,Y,75000,6.45,2250,0,2250
F,ac701,FULLERTON,ND,zip58441,M,Y,45000,2.2773614,0,6600,3300
F,ac787,JUNCOS,PR,zip777,M,Y,20000,0.0,0,0,0
F,ac775,LAS_VEGAS,NV,zip89109,M,Y,15000,0.0,0,0,0
F,ac307,WORLAND,WY,zip82401,S,Y,30000,0.0,0,0,0
M,ac865,RUTHERFORD,TN,zip38369,M,Y,35000,0.0,0,0,0
M,ac509,CONCONULLY,WA,zip98819,S,N,100000,0.0,0,0,0
M,ac504,MARRERO,LA,zip70073,M,Y,20000,4.4,0,9000,1000
F,ac913,STAFFORD,KS,zip67578,M,N,40000,6.45,0,4500,0
F,ac610,DALMATIA,PA,zip17017,S,N,60000,3.07,0,0,0
M,ac202,WASHINGTON,DC,zip20045,S,Y,80000,9.0,1370,0,1370
M,ac937,GNADENHUTTEN,OH,zip44629,M,N,40000,1.8738205,0,2600,0
M,ac773,SHERIDAN,IL,zip60551,S,Y,5000,3.0,2000,0,2000
F,ac202,PARCEL_RETURN_SERVICE,DC,zip56944,M,Y,30000,9.0,0,2740,1370
F,ac765,SWAYZEE,IN,zip46986,M,N,30000,3.4,0,2000,0
M,ac785,WICHITA,KS,zip67217,M,N,45000,6.45,0,4500,0
F,ac302,WILMINGTON,DE,zip19890,M,Y,25000,3.5636363,0,220,110
F,ac504,PLEASANT_HILL,LA,zip71065,M,Y,70000,6.0,0,9000,1000
M,ac620,EUREKA,KS,zip67045,M,Y,50000,6.45,0,4500,2250
F,ac606,BURKESVILLE,KY,zip42717,S,N,15000,2.6666667,20,0,0
F,ac302,WILMINGTON,DE,zip19810,S,Y,85000,5.95,110,0,110
M,ac262,CAMBRIDGE,WI,zip53523,M,N,100000,6.183918,0,1400,0
M,ac848,FLAGTOWN,NJ,zip8821,S,N,50000,1.873125,1000,0,0
F,ac501,PINE_BLUFF,AR,zip71603,M,N,75000,7.0,0,40,0
F,ac307,HILAND,WY,zip82638,M,N,5000,0.0,0,0,0
M,ac401,BRISTOL,RI,zip2809,M,Y,55000,0.0,0,0,0
M,ac843,HILTON_HEAD_ISLAND,SC,zip29925,M,N,40000,7.0,0,6600,0
M,ac603,ROCHESTER,NH,zip3867,M,N,95000,0.0,0,0,0
M,ac307,WYARNO,WY,zip82845,M,Y,25000,0.0,0,0,0
F,ac304,BERKELEY_SPRINGS,WV,zip25411,S,Y,10000,3.0,2000,0,2000
F,ac401,SMITHFIELD,RI,zip2917,S,N,65000,0.0,0,0,0
F,ac603,AMHERST,NH,zip3031,M,Y,25000,0.0,0,0,0
M,ac339,RANDOLPH,MA,zip2368,M,N,60000,5.3,0,7150,0
F,ac918,OKLAHOMA_CITY,OK,zip73143,S,Y,50000,6.25,1000,0,1000
F,ac769,PETAL,MS,zip39465,M,Y,5000,3.0,0,12000,1500
F,ac906,ELWELL,MI,zip48832,S,N,50000,3.9,3100,0,0
M,ac208,CARMEN,ID,zip83462,S,Y,25000,7.8,3300,0,3300
F,ac912,WRIGHTSVILLE,GA,zip31096,M,Y,5000,4.4,0,5400,3000
F,ac862,LAWNSIDE,NJ,zip8045,M,Y,45000,1.7942707999999998,0,2000,1500
M,ac802,EAST_DORSET,VT,zip5253,M,Y,65000,4.298331,0,6600,3300
F,ac603,BATH,NH,zip3740,M,N,55000,0.0,0,0,0
M,ac435,HONEYVILLE,UT,zip84314,S,Y,35000,7.0,2475,0,2475
F,ac260,INDIANAPOLIS,IN,zip46240,M,N,50000,3.4,0,2000,0
M,ac862,BOONTON,NJ,zip7005,M,N,10000,1.4,0,2000,0
M,ac804,STANARDSVILLE,VA,zip22973,S,Y,60000,5.75,900,0,900
M,ac814,ERIE,PA,zip16506,M,N,60000,3.07,0,0,0
F,ac907,ANCHORAGE,AK,zip99523,S,N,70000,0.0,0,0,0
F,ac802,NORTHFIELD_FALLS,VT,zip5664,S,N,90000,4.7957172,3300,0,0
F,ac215,CANTON,PA,zip17724,S,N,45000,3.07,0,0,0
M,ac302,BETHANY_BEACH,DE,zip19930,S,Y,5000,2.2,110,0,110
F,ac772,SEVILLE,FL,zip32190,M,Y,65000,0.0,0,0,0
M,ac508,NORTH_CHELMSFORD,MA,zip1863,M,N,10000,5.3,0,7150,0
F,ac209,WEST_SACRAMENTO,CA,zip95799,S,N,95000,9.3,87,0,0
F,ac956,GRULLA,TX,zip78548,S,N,50000,0.0,0,0,0
M,ac239,PINELLAS_PARK,FL,zip33782,S,Y,85000,0.0,0,0,0
F,ac802,NORTH_FERRISBURGH,VT,zip5473,M,N,60000,4.1988535,0,6600,0
M,ac602,KINGMAN,AZ,zip86402,S,Y,100000,4.265,2100,0,2300
F,ac940,HOUSTON,TX,zip77260,M,Y,75000,0.0,0,0,0
F,ac757,FARMVILLE,VA,zip23901,M,N,90000,5.75,0,1800,0
M,ac618,RARITAN,IL,zip61471,S,N,95000,3.0,2000,0,0
M,ac505,MEDANALES,NM,zip87548,M,Y,100000,5.3,0,6600,3300
F,ac307,WESTON,WY,zip82731,M,Y,45000,0.0,0,0,0
M,ac615,MEMPHIS,TN,zip37501,S,N,80000,0.0,0,0,0
M,ac605,LANTRY,SD,zip57636,M,Y,20000,0.0,0,0,0
F,ac337,ROSELAND,LA,zip70456,M,N,40000,6.0,0,9000,0
M,ac516,ADAMS_BASIN,NY,zip14410,S,N,45000,4.2143292,0,0,0
M,ac939,SAN_JUAN,PR,zip911,M,N,85000,0.0,0,0,0
F,ac319,FLOYD,IA,zip50435,M,N,30000,4.795432,0,80,0
F,ac918,KANSAS,OK,zip74347,S,N,75000,6.25,1000,0,0
M,ac505,SALEM,NM,zip87941,M,N,95000,5.3,0,6600,0
M,ac480,VERNON,AZ,zip85940,S,Y,95000,4.1875,2100,0,2300
M,ac610,BOLIVAR,PA,zip15923,M,Y,10000,3.07,0,0,0
F,ac317,SPICELAND,IN,zip47385,S,Y,65000,3.4,1000,0,1000
M,ac208,DOVER,ID,zip83825,S,Y,5000,2.6903439,3300,0,3300
F,ac843,NORTH_MYRTLE_BEACH,SC,zip29582,S,N,25000,7.0,3300,0,0
M,ac308,ROSELAND,NE,zip68973,M,Y,95000,6.84,0,206,103
M,ac808,HAIKU,HI,zip96708,S,Y,80000,8.25,1040,0,1040
F,ac205,JACKSONS_GAP,AL,zip36861,M,Y,15000,5.0,0,3000,300
M,ac318,CONVERSE,LA,zip71419,M,N,60000,6.0,0,9000,0
F,ac256,BIRMINGHAM,AL,zip35249,M,Y,55000,5.0,0,3000,300
M,ac202,WASHINGTON,DC,zip20594,M,Y,90000,9.0,0,2740,1370
F,ac865,JELLICO,TN,zip37762,S,Y,60000,0.0,0,0,0
M,ac605,MIDLAND,SD,zip57552,S,Y,35000,0.0,0,0,0
F,ac703,MOLLUSK,VA,zip22517,M,Y,30000,5.75,0,1800,900
F,ac541,SHANIKO,OR,zip97057,S,Y,35000,9.0,159,0,159
F,ac901,MEMPHIS,TN,zip38145,S,N,30000,0.0,0,0,0
